"Gene","Acute Veh","Acute 100uM","Acute 200uM","Recvr Veh","Recvr 100uM","Recvr 200uM"
"NAAA",-0.446,-0.498,0.52,-0.0637,0.0756,0.192
"NABP2",1.17,-0.345,0.211,-0.000505,-0.18,0.157
"NACA",1.94,-0.383,0.18,-0.109,-0.146,0.337
"NADK2",2.13,-0.149,0.284,-0.153,-0.236,-0.629
"NADSYN1",2.58,0.0604,0.483,-0.297,-0.415,-0.325
"NAE1",-0.606,0.416,-0.332,-0.0498,-0.0278,0.00957
"NAF1",1.38,0.371,1.02,-0.379,-0.593,-0.535
"NAGLU",-0.162,-0.629,0.477,0.498,0.395,0.0281
"NAGPA",2.4,0.406,1.56,-0.623,-0.793,-0.817
"NAMPT",1.76,0.359,-0.133,-0.227,-0.164,-0.236
"NAP1L1",1.72,-0.0195,0.69,-0.36,-0.0595,-0.133
"NAP1L4",1.65,0.0991,0.598,-0.48,-0.192,-0.226
"NAPB",1.85,0.152,0.538,-0.548,-0.714,-0.593
"NAPRT",2.51,-0.286,-1.14,0.216,-0.133,0.103
"NASP",0.822,-0.0707,0.206,-0.246,0.08,-0.0162
"NAT14",-3.41,0.381,0.597,0.333,0.547,0.362
"NAV1",-0.357,-0.782,-0.509,0.574,0.697,0.807
"NBAS",-2.47,-0.336,0.335,0.508,0.479,0.202
"NBEA",-5.84,0.56,1.09,0.662,0.67,1.08
"NCAPD2",-1.04,-0.0361,0.0465,0.137,0.135,0.169
"NCAPD3",-1.03,-0.129,0.13,0.0516,0.0249,0.0824
"NCAPG",-0.832,-0.0286,0.334,-0.00684,0.0737,0.108
"NCBP1",-0.982,-0.389,-0.409,0.511,0.465,0.105
"NCBP2AS2",1.26,-0.461,-0.0582,0.257,0.292,0.816
"NCBP3",0.479,-0.738,-0.304,0.414,0.246,0.541
"NCKAP1",-0.927,-0.125,-0.209,0.281,0.317,0.234
"NCKAP5L",0.732,-0.0019,-1,0.272,-0.0236,0.501
"NCL",1.09,-0.357,0.246,-0.217,-0.266,-0.103
"NCLN",-0.786,0.284,0.384,0.0956,0.138,-0.0718
"NCOA1",0.505,-0.306,-0.499,0.0125,-0.0156,0.0748
"NCOA6",0.197,-1.27,-1.09,0.929,0.601,0.881
"NCOR1",-0.278,-0.812,-0.685,0.589,0.438,0.699
"NCOR2",-0.127,-0.758,-0.678,0.586,0.354,0.703
"NCR3LG1",0.962,0.749,0.948,-0.343,-0.262,-0.0417
"NCS1",0.635,-0.89,-0.232,0.784,0.168,0.558
"NCSTN",2.08,-0.117,1.03,-0.556,-0.574,-0.00419
"NDC80",-0.0248,-0.173,-0.406,0.203,0.175,0.601
"NDE1",0.51,-0.834,-0.753,0.524,0.316,0.83
"NDST1",1.7,0.736,2.53,-0.813,-1.15,-0.897
"NDUFA2",0.709,-0.561,0.332,0.49,0.297,0.354
"NDUFA5",1.13,0.0234,0.715,0.0831,-0.139,-0.319
"NDUFA8",1.43,-0.693,0.242,0.634,0.148,0.34
"NDUFA9",-1.05,-0.0994,0.0353,0.348,0.375,0.024
"NDUFAB1",0.744,-0.888,0.147,0.639,0.66,0.455
"NDUFAF2",1.03,-0.783,0.283,0.534,0.119,0.469
"NDUFB1",1.03,-0.261,-0.357,0.957,0.746,0.688
"NDUFB10",1.27,-0.357,0.75,0.0939,-0.188,0.109
"NDUFB5",0.951,0.105,0.94,-0.223,-0.323,0.0603
"NDUFB7",1.15,-0.742,0.404,0.696,0.292,0.439
"NDUFB9",0.812,-0.508,0.516,0.303,0.0667,0.27
"NDUFS4",0.71,-0.798,0.526,0.413,0.263,0.393
"NDUFS5",0.688,-0.489,0.327,0.414,0.164,0.183
"NDUFS6",1.06,-0.32,0.46,1.07,0.216,0.00433
"NDUFS7",-0.673,0.0248,0.353,0.372,0.4,-0.00445
"NDUFV3",0.297,-1.26,-0.661,1.04,0.744,0.961
"NEBL",0.332,-0.644,-0.843,0.501,0.32,0.911
"NECAP1",0.907,-0.0783,-0.343,-0.025,-0.16,0.29
"NECAP2",1.01,0.25,-0.0751,-0.339,-0.261,0.162
"NECTIN1",2.97,1.41,2.48,-1.67,-1.74,-0.246
"NECTIN2",1.38,0.377,1.18,-0.202,-0.271,-0.522
"NEDD1",-0.881,-0.242,-1.08,0.611,0.382,0.527
"NEDD4L",1.22,-0.148,0.323,-0.0396,-0.254,0.00299
"NEK3",-3.02,0.0466,1.63,0.346,0.384,0.347
"NEK4",-5.64,-0.888,0.637,1.18,1.19,1.29
"NEK9",-0.664,0.406,-0.252,0.0429,0.137,-0.0282
"NELFE",0.613,-0.503,-0.105,0.187,0.164,0.589
"NENF",0.69,-0.364,0.406,0.229,-0.0727,0.495
"NET1",0.154,-1.1,-0.554,0.2,0.551,0.5
"NETO2",-0.202,1.22,1.13,-0.344,-0.287,-0.269
"NEURL4",1.33,0.875,0.932,-0.47,-0.638,-0.375
"NEXN",1.22,-0.82,-0.438,0.301,0.143,0.425
"NF1",-1.03,-0.47,-0.0658,0.473,0.195,0.181
"NFAT5",0.641,-0.442,-0.377,0.196,0.154,0.293
"NFATC1",0.723,-0.694,-0.288,0.455,0.0403,0.258
"NFATC2IP",0.321,-0.41,-0.525,0.175,0.0292,0.502
"NFATC3",0.874,-0.228,0.306,-0.0493,-0.134,0.0726
"NFIA",0.053,-0.836,0.211,0.00132,0.0513,-0.155
"NFIB",-3,0.52,1.18,0.384,0.148,0.0728
"NFIL3",1.23,-0.0492,0.0282,-0.526,-0.422,-0.269
"NFIX",-0.386,-1.12,0.0818,0.503,0.249,-0.189
"NFKBIL1",0.744,-0.256,-0.0951,0.28,0.0311,0.559
"NFU1",-0.48,-0.803,0.00375,0.567,0.52,0.205
"NFX1",0.737,-0.396,-0.312,0.141,0.158,0.551
"NFYA",1.3,-0.87,-0.105,-0.00912,0.0271,0.504
"NFYB",0.598,-1.06,-0.121,0.226,0.222,0.0612
"NFYC",1.35,-0.309,0.379,-0.397,-0.335,-0.187
"NGRN",0.987,-0.68,0.21,0.296,0.167,0.706
"NHERF1",1.86,-0.00953,0.244,0.0838,-0.0935,0.145
"NHERF2",0.426,-0.813,-0.63,0.701,0.442,0.602
"NHLRC3",1.64,-0.474,0.836,-0.129,-0.281,-0.024
"NHP2",1.21,-0.924,0.326,0.0785,0.157,0.299
"NHSL1",0.178,-0.754,-1.1,0.577,0.406,0.933
"NHSL3",-0.132,-0.697,-0.776,0.597,0.41,0.786
"NIBAN1",-2.79,-0.503,1.32,0.164,0.0867,0.499
"NIF3L1",1.27,0.0874,0.334,-0.257,-0.283,-0.115
"NIFK",0.86,-0.548,0.482,-0.302,-0.293,-0.14
"NIN",-4.06,-0.08,0.718,0.911,0.589,0.819
"NIP7",0.945,-0.499,0.574,0.0155,-0.209,-0.399
"NIPSNAP1",-0.529,0.0702,0.655,0.0789,0.0642,-0.146
"NIPSNAP2",-0.656,0.0287,0.522,0.0854,0.0794,-0.309
"NIPSNAP3A",1.09,-1.05,-0.228,0.852,0.326,0.163
"NISCH",-0.637,0.401,-0.229,-0.0367,0.102,0.0316
"NIT1",1.55,-0.378,0.111,0.224,-0.19,0.307
"NKAP",0.717,-0.503,0.405,-0.256,-0.115,0.379
"NKAPD1",1.48,-0.493,0.404,-0.57,-0.63,-0.0318
"NKD2",-1.94,0.296,-0.603,0.671,0.61,0.76
"NKIRAS1",0.976,0.331,0.284,-0.258,-0.596,-0.148
"NKTR",0.992,-0.585,0.222,-0.000888,-0.197,-0.194
"NKX2-5",0.965,-0.362,0.416,-0.216,-0.276,-0.348
"NLE1",0.996,-0.465,0.276,-0.124,-0.22,-0.00287
"NMD3",1.51,-0.361,0.864,-0.198,-0.342,-0.278
"NME1",2.66,0.413,0.72,-0.458,-0.568,-0.358
"NME2",2.56,0.151,0.446,-0.171,-0.397,0.00913
"NME2P1",2.54,-0.0428,-0.593,-0.501,-0.33,-0.00866
"NME3",1.44,0.0943,0.706,-0.16,-0.255,-0.664
"NMI",2.4,1.57,2.79,-0.281,-1.72,-0.103
"NMNAT1",2.08,-0.365,0.807,-0.573,-0.591,-0.304
"NMRK1",-1.98,0.401,0.761,0.0135,0.427,-0.673
"NMU",2.48,1.78,2.33,-0.0201,-1.07,-0.659
"NNT",-1.28,-0.162,0.115,0.465,0.25,0.0108
"NOC2L",-1.71,-0.646,-0.26,0.494,0.476,0.257
"NOC3L",-0.374,-0.866,-0.0653,0.251,0.247,0.108
"NOC4L",-1.76,-0.592,-0.267,0.464,0.503,0.297
"NOL10",-1.61,-0.618,-0.174,0.443,0.396,0.347
"NOL11",-1.61,-0.7,-0.459,0.467,0.484,0.35
"NOL12",0.506,-0.617,0.00712,-0.183,-0.308,-0.00337
"NOL4L",-1.47,-3.58,-2.75,2.15,1.99,1.3
"NOL6",-1.14,-0.511,-0.163,0.236,0.38,0.235
"NOL7",0.324,-0.735,0.128,0.223,-0.0151,0.242
"NOL8",-0.901,-0.604,-0.475,0.655,0.441,0.73
"NOL9",-1.21,-0.503,0.078,0.349,0.345,0.114
"NOLC1",0.849,-1.03,0.28,0.364,0.000794,0.236
"NOM1",0.831,-0.647,0.661,-0.305,-0.172,-0.208
"NOP10",1.05,-0.779,0.456,0.16,-0.0594,-0.0561
"NOP14",-0.397,-0.806,0.112,0.303,0.22,0.292
"NOP16",1.25,-0.881,0.0631,-0.259,-0.172,0.31
"NOP53",0.995,-0.539,0.305,-0.366,-0.548,-0.106
"NOP56",-0.99,-0.701,-0.24,0.341,0.288,0.266
"NOP58",-0.973,-0.582,-0.218,0.298,0.277,0.284
"NOP9",-1.08,-0.59,-0.259,0.322,0.294,0.0373
"NOPCHAP1",0.412,-0.813,0.0572,0.101,0.322,0.745
"NOTCH2",0.502,0.437,1.04,-0.126,-0.27,-0.227
"NOVA2",-0.614,-1.86,-0.335,0.93,0.803,0.757
"NPC2",2.13,-0.0463,1.37,-0.318,-0.549,-0.358
"NPM1",1.73,0.13,0.957,-0.341,-0.333,-0.0673
"NPTN",2,0.246,1.2,-0.244,-0.533,-0.521
"NPTX1",1.1,-0.424,0.561,0.238,-0.0597,-0.136
"NR2C1",0.364,-0.761,-0.173,0.0283,0.00888,0.312
"NR2C2AP",2.34,0.143,-0.009,-0.2,-0.313,-0.359
"NR2F6",-0.41,-0.778,-0.0927,0.332,0.4,0.155
"NRAS",2.49,-0.044,1.06,-0.187,-0.473,-0.15
"NRBF2",0.718,-0.627,-0.69,0.625,0.319,0.744
"NRCAM",0.779,-0.471,-0.0863,0.256,0.0312,-0.312
"NRF1",0.888,-0.277,0.565,-0.0739,-0.184,0.0357
"NRM",-0.461,-0.775,-0.79,0.417,0.418,0.218
"NRP2",0.355,1.03,1.18,-0.386,-0.703,-0.531
"NRSN2",2.78,3.06,3.99,-3.07,-1.52,-1.33
"NRXN3",1.04,-0.0523,0.534,-0.164,-0.354,-0.0504
"NSD1",-0.135,-0.685,-0.224,0.544,0.316,0.373
"NSD3",-0.267,-0.76,0.0066,0.243,0.259,0.172
"NSDHL",-0.983,0.0507,0.299,0.278,0.226,-0.247
"NSFL1C",0.961,0.137,-0.00561,-0.163,-0.153,0.0441
"NSMCE2",0.42,-0.632,-0.53,0.356,0.354,0.441
"NSMCE3",0.559,-0.45,-0.219,0.197,-0.0457,0.358
"NSRP1",0.712,-1.44,-0.773,0.589,0.518,0.694
"NSUN4",-0.768,-0.304,0.119,0.286,0.362,0.186
"NSUN6",-1.59,-0.268,1.23,0.0703,0.176,0.113
"NT5C",0.963,-0.26,0.06,0.28,0.123,0.437
"NT5C2",2.15,0.24,-0.0614,-0.432,-0.382,-0.507
"NTN3",-0.142,3.63,3.55,-1.5,-1.44,-0.879
"NUBPL",-0.924,-0.0389,-0.165,0.552,0.302,0.175
"NUCB1",1.35,-0.193,1.06,-0.396,-0.0849,-0.193
"NUCB2",1.06,-0.86,0.72,0.0857,0.146,0.227
"NUCKS1",1,-1.2,-0.483,0.568,0.558,0.878
"NUDC",1.71,0.117,0.115,-0.253,-0.28,0.00723
"NUDCD2",1.02,0.191,0.186,-0.236,-0.213,-0.361
"NUDCD3",0.936,0.103,-0.0051,-0.435,-0.263,0.00694
"NUDT10",1.51,0.0221,-0.153,-0.273,-0.33,-0.0844
"NUDT12",-4.42,0.811,0.834,0.406,0.649,1.3
"NUDT15",1.09,0.426,0.207,-0.256,-0.283,0.0415
"NUDT16",2.15,0.454,1.19,-0.483,-0.61,-0.35
"NUDT19",-1.48,-0.204,0.38,0.359,0.269,-0.155
"NUDT21",1.75,-0.326,0.646,-0.158,-0.509,-0.723
"NUDT3",0.9,0.491,0.24,-0.483,-0.354,-0.469
"NUDT5",2.7,0.135,0.699,-0.454,-0.504,-0.676
"NUDT9",0.955,-0.201,0.0483,0.197,-0.0719,0.254
"NUFIP1",0.427,-0.588,-0.104,0.143,-0.0228,0.317
"NUFIP2",0.454,-0.59,-0.522,0.0701,0.208,0.841
"NUP107",-0.68,-0.578,0.247,0.427,0.339,0.393
"NUP155",-1.05,-0.441,-0.00584,0.407,0.443,0.0842
"NUP160",-0.909,-0.493,-0.0671,0.469,0.499,0.173
"NUP214",-0.884,-0.208,-0.079,0.418,0.251,0.338
"NUP37",-0.245,0.87,0.886,-0.23,-0.484,-0.79
"NUP62",0.0278,-0.591,-0.255,0.362,0.432,0.506
"NUP85",-0.964,-0.413,-0.0694,0.256,0.269,0.0861
"NUP93",-1.2,-0.189,0.0796,0.235,0.246,0.144
"NUSAP1",-0.0192,-1.37,-0.992,0.756,0.61,0.872
"OAF",1,-0.123,0.522,-0.0445,-0.283,0.00897
"OAT",0.848,-0.338,0.252,0.121,0.0951,-0.315
"OCIAD1",0.975,-0.433,0.696,0.332,-0.0108,0.511
"OCLN",1.21,-0.224,0.424,0.155,0.0476,0.21
"ODF2",0.214,-0.535,-0.845,0.414,0.36,0.563
"OGDH",1.08,-0.152,0.768,-0.0206,-0.0279,-0.489
"OGFOD1",2.35,0.146,0.389,-0.515,-0.587,-0.392
"OGFOD3",1.6,-0.462,0.769,-0.104,-0.202,-0.271
"OGFRL1",-2.29,-0.456,0.986,0.579,0.209,1.14
"OGG1",-3.98,-0.555,0.53,0.815,0.654,0.748
"OGT",-1.06,0.0702,-0.00952,0.042,0.116,0.112
"OPTN",0.996,0.701,0.428,-0.748,-0.673,-0.232
"ORC1",-0.563,-1.17,-0.375,0.25,0.164,0.282
"ORC4",-1.2,-0.311,0.0557,0.125,0.223,0.0521
"ORC5",-0.939,-0.624,0.35,0.153,0.128,0.00672
"OSBPL10",3.83,-0.266,-0.288,-0.588,-0.643,-0.575
"OSBPL3",-0.267,0.49,0.753,-0.541,-0.279,-0.254
"OSCP1",1.66,0.0675,-0.695,-0.127,-0.175,-0.0417
"OSGEPL1",-3,0.63,0.85,0.208,0.52,0.153
"OSTM1",1.1,-0.846,0.501,0.571,0.137,0.567
"OTX1",0.452,-0.626,0.199,0.473,0.0669,0.101
"OXA1L",-0.9,0.0548,0.0749,0.485,0.274,-0.3
"OXCT1",0.0329,-0.0153,0.78,0.00219,-0.138,-0.253
"P2RX4",0.248,-0.106,0.853,0.0578,-0.122,-0.178
"P3H4",-0.651,-0.588,-0.522,0.449,0.455,0.48
"P4HB",0.704,0.312,0.78,-0.309,-0.17,-0.3
"PA2G4",2.08,0.0185,0.735,-0.448,-0.453,-0.425
"PAAF1",0.478,0.4,0.365,0.0941,-0.13,-0.643
"PABPN1",0.676,-0.724,0.164,0.235,0.13,-0.248
"PACS2",1.69,0.129,0.258,-0.139,-0.751,-0.898
"PACSIN2",0.807,-0.111,-0.413,0.002,-0.00144,0.406
"PAFAH1B2",1.99,-0.0629,0.204,-0.00903,-0.236,0.0712
"PAFAH1B3",1.96,0.255,0.154,0.114,-0.219,-0.0483
"PAFAH2",4.23,0.283,1.15,-1.07,-0.0105,-1.12
"PAG1",1.06,-0.00811,0.468,-0.425,-0.0626,-0.0566
"PAGR1",2.53,0.229,0.61,0.0349,-0.248,-0.0571
"PAK1",0.0202,-0.0511,-0.72,0.214,0.00723,0.525
"PALM2AKAP2",-0.0968,-0.745,-1.02,0.467,0.551,0.752
"PAN3",-1.36,0.16,0.697,0.325,-0.112,0.174
"PAPOLA",-0.536,-0.00057,-0.668,0.173,0.0911,0.365
"PAPOLG",-0.299,-1.2,-0.305,0.861,0.699,0.898
"PAPSS2",-0.575,0.459,-0.198,-0.354,-0.224,-0.0152
"PARD3B",-3.73,-0.214,1.11,0.861,0.419,0.402
"PARK7",1.03,-0.0162,0.0791,-0.104,-0.214,-0.0631
"PARP2",-0.33,-0.236,0.801,-0.0442,-0.0835,0.0377
"PAWR",0.774,-0.69,-0.793,0.37,0.401,0.883
"PBDC1",0.689,-0.147,-0.328,0.127,0.12,0.156
"PBXIP1",1.01,-0.337,0.42,0.1,-0.0624,0.405
"PCBD1",0.482,-1.31,-1.34,0.486,0.359,0.492
"PCCA",-3.69,-0.0433,0.601,0.543,0.538,0.301
"PCDH1",1.37,0.634,1.5,-0.167,-0.584,-0.987
"PCDH7",0.957,0.494,1.17,-0.323,-0.589,-0.389
"PCDH9",1.19,0.369,0.718,-0.668,-0.532,-0.488
"PCF11",0.191,-0.952,-0.495,0.281,0.266,0.717
"PCGF6",1.13,0.487,0.68,-0.0684,-0.287,-0.831
"PCID2",-1.03,-0.623,-0.204,0.502,0.486,0.0551
"PCK2",-0.858,-0.123,0.00548,0.483,0.422,0.225
"PCLO",-0.314,-0.498,-0.465,0.586,0.181,0.921
"PCNP",1.33,-0.208,-0.0743,-0.451,-0.259,0.188
"PCSK1N",0.519,-0.914,-0.242,0.812,0.611,0.795
"PCSK6",-0.608,0.408,0.875,-0.26,-0.239,-0.0821
"PCTP",1.13,0.79,0.406,-0.632,-0.448,-0.0707
"PCYT1A",0.725,-0.241,0.555,-0.302,-0.418,0.0307
"PDAP1",1.42,-1.1,-0.707,0.332,0.481,0.918
"PDCD11",-1.34,-0.532,-0.358,0.321,0.357,0.261
"PDCD2",0.847,0.619,0.502,-0.114,-0.608,-0.76
"PDCD4",0.0912,-0.519,-0.676,0.461,0.271,0.38
"PDCD5",0.837,-0.822,-0.643,1.15,0.513,1.07
"PDCD6",1.85,0.162,0.745,0.46,-0.0674,0.0952
"PDCD6IP",-0.703,0.308,-0.257,0.0872,0.0741,0.086
"PDCD7",1.39,-0.178,0.314,-0.129,-0.311,-0.126
"PDCL",0.638,0.281,0.061,-0.455,-0.107,0.0859
"PDCL3",0.993,0.378,0.00595,-0.267,-0.106,-0.0693
"PDE4DIP",-0.748,-0.673,-0.842,0.385,0.521,0.762
"PDE5A",1.12,-1.05,-1.84,0.113,0.129,0.439
"PDE6D",2.23,-0.327,0.18,-0.191,-0.332,-0.0261
"PDF",0.34,-0.0996,0.614,0.206,0.0383,-0.567
"PDIA5",-0.645,0.0292,0.46,0.201,0.119,0.0426
"PDK1",-2.4,-0.246,1.26,0.713,0.65,0.192
"PDLIM1",1.5,-0.188,-0.26,0.447,-0.266,0.177
"PDLIM3",0.811,-0.364,-0.77,0.654,0.236,0.876
"PDLIM4",0.555,-0.661,-0.426,0.402,0.134,0.636
"PDLIM5",1.05,-0.192,-0.296,0.269,0.0689,0.614
"PDLIM7",0.623,-0.537,-0.477,0.487,0.136,0.564
"PDPR",-0.821,0.0908,0.0411,0.199,0.161,-0.00744
"PDRG1",0.354,-0.628,-0.812,0.652,0.2,0.884
"PDS5B",-0.703,-0.875,0.0136,0.319,0.212,-0.033
"PDXDC1",-0.969,-0.166,0.263,0.168,0.0962,0.291
"PDXK",2.32,-0.176,0.208,-0.161,-0.427,-0.115
"PEA15",0.608,-0.539,-0.609,0.305,0.272,0.561
"PEAK1",-0.734,-0.421,-0.397,0.486,0.481,0.732
"PEBP1",1.76,-0.638,-0.465,0.513,0.124,0.576
"PECR",-2.37,0.0686,0.435,0.346,0.384,0.418
"PEDS1",-3.92,0.714,1.51,0.639,0.693,0.366
"PEF1",1.03,0.508,0.632,-0.0196,-0.0515,-0.41
"PELP1",-1.45,-0.63,-0.0536,0.482,0.457,0.0607
"PEPD",2.65,0.535,1,-0.488,-0.707,-0.323
"PET117",1.66,-0.546,0.555,0.103,0.029,0.359
"PEX1",-2.66,-0.588,1.61,0.524,0.211,0.505
"PEX14",1.69,-0.561,0.979,0.279,-0.111,-0.0687
"PEX16",-0.695,0.00846,0.33,-0.0762,-0.0182,-0.0666
"PEX26",-0.9,-0.828,0.0835,0.757,0.225,0.401
"PEX7",2.03,0.00963,0.635,-0.199,-0.372,-0.331
"PFDN1",1.1,-0.222,-0.309,0.579,0.292,0.908
"PFDN2",1.24,-0.223,-0.18,0.239,-0.152,0.446
"PFDN4",1.81,-0.332,0.436,-0.711,-0.0595,0.158
"PFDN5",1.09,0.0211,0.0589,0.296,0.136,0.84
"PFDN6",0.803,-0.701,-1.1,0.946,0.549,1.36
"PFKFB4",0.916,-0.409,0.524,-0.0381,0.0149,-0.0501
"PFN3",0.473,0.257,-0.533,-0.284,0.0847,-0.0246
"PGAM1",2.56,-0.0466,0.163,-0.0575,-0.388,-0.073
"PGAM5",0.424,0.17,0.903,-0.0338,-0.189,-0.132
"PGF",2.77,0.898,1.75,-0.215,-0.987,-1.42
"PGPEP1",0.631,0.186,0.295,-0.394,-0.547,-0.109
"PGRMC1",1.04,-0.0524,1.17,0.0796,-0.0892,-0.103
"PGRMC2",0.858,-0.19,0.816,-0.00595,-0.12,-0.11
"PHACTR2",0.403,-0.478,-0.642,0.172,0.136,0.535
"PHACTR4",0.904,-0.577,-0.662,0.456,0.295,0.763
"PHAX",0.877,-0.462,-0.183,0.0583,-0.145,0.275
"PHB1",-0.441,-0.0548,0.619,0.22,0.193,-0.0818
"PHB2",-1.21,0.0658,0.691,0.169,0.127,0.0332
"PHC1",-0.177,-0.766,-0.196,0.478,0.292,0.265
"PHC2",0.151,-0.995,-0.354,0.52,0.42,0.496
"PHF13",1.04,-1.04,-0.133,0.578,-0.00174,0.0598
"PHF2",-0.0323,-0.923,-0.204,0.338,0.192,0.211
"PHF23",1.04,-0.936,-0.345,0.234,0.306,0.688
"PHF3",-0.175,-1,-0.785,0.517,0.497,0.648
"PHF5A",0.734,-0.588,-0.0898,0.843,0.0302,-0.122
"PHIP",-0.184,-0.979,0.062,0.223,0.246,0.135
"PHKA1",-1.27,-0.106,1.66,-0.114,0.0397,-0.00954
"PHKA2",-0.51,1.1,0.786,-0.29,-0.247,-0.275
"PHLDB2",-1.18,-0.54,-0.634,0.715,0.552,0.829
"PHLDB3",-0.519,-0.548,0.162,0.86,0.311,0.438
"PHYHD1",1.6,-0.147,0.264,-0.366,-0.374,-0.361
"PIAS4",1.36,-0.287,0.214,-0.239,-0.145,-0.0738
"PIGG",-1.29,0.301,0.585,0.311,0.273,0.0467
"PIGM",-1.68,-3.34,-2.82,1.74,0.509,2.68
"PIGU",-3.46,-0.0794,0.649,0.613,0.661,0.379
"PIMREG",0.0607,-0.761,-0.813,0.477,0.532,0.829
"PIN1",1.27,-0.636,-0.35,0.498,0.324,0.422
"PIN4",1.27,-0.638,-0.409,0.205,0.284,0.692
"PINX1",0.591,-0.868,-0.141,0.125,0.198,0.422
"PIP",-0.905,-4.74,1.15,-1.16,1.29,1.85
"PIP4P1",1.11,0.217,0.745,-0.191,-0.329,-0.0833
"PIR",1.88,-0.531,-0.189,0.155,-0.0641,0.438
"PITHD1",2.05,-0.233,-0.0185,-0.229,-0.157,-0.133
"PITPNA",1.06,0.105,0.178,-0.298,-0.417,-0.223
"PITPNB",1.57,0.225,0.767,-0.329,-0.431,-0.454
"PITPNC1",2.16,0.485,-2.07,-0.292,-0.182,-0.634
"PITRM1",-0.659,0.128,0.377,0.141,0.0447,-0.162
"PITX1",0.0416,-1.16,0.244,0.276,0.084,0.557
"PITX2",-2.46,-4.15,-2.59,2.19,1.99,2.21
"PJA1",0.441,-0.775,-0.779,0.752,0.543,0.644
"PKLR",2.3,1.04,1.11,-0.652,-0.504,-0.88
"PKM",2.03,0.478,0.2,-0.368,-0.389,-0.419
"PKMYT1",-1.26,0.5,0.0169,0.113,-0.0479,0.106
"PKN3",-0.971,-0.748,-0.569,0.274,0.255,-0.0122
"PKP2",-0.95,-0.417,-0.346,0.555,0.455,0.501
"PLA2G12A",1.89,-0.351,0.83,-0.00349,-0.127,-0.243
"PLA2G4A",-0.0172,0.179,0.651,-0.335,-0.042,-0.358
"PLAA",-1.06,0.386,-0.22,0.0721,0.126,0.0871
"PLAGL2",1.43,0.0431,0.651,0.0616,-0.301,-0.504
"PLAT",0.925,0.361,1.24,-0.282,0.0297,0.00537
"PLAUR",1.08,-0.944,0.949,-0.0445,-0.00543,-0.0913
"PLBD2",1.54,-0.883,0.822,0.125,-0.0517,0.0668
"PLCB1",0.705,-0.385,-0.197,0.267,0.141,0.26
"PLCB3",1.44,0.117,0.167,-0.183,-0.277,-0.22
"PLCD3",-0.766,-0.506,0.0156,0.277,0.302,0.114
"PLEKHA5",0.264,-0.579,-0.578,0.528,0.369,0.611
"PLEKHA7",-0.689,-0.584,-0.601,0.527,0.25,0.533
"PLEKHF2",0.837,-0.136,-0.393,-0.0241,-0.0672,0.626
"PLEKHG3",-0.102,-0.522,-0.452,0.509,0.387,0.707
"PLEKHO1",-0.0428,-0.974,-0.57,0.575,0.507,1.02
"PLGRKT",0.614,3.15,4.24,-1.17,-0.876,-1.32
"PLK1",-0.811,-0.155,-0.185,0.241,0.285,-0.00221
"PLPBP",0.999,0.211,-0.00405,-0.215,-0.246,0.0379
"PLPP6",-5.15,-0.589,-0.346,1.35,1.29,1.27
"PLRG1",0.75,-0.592,0.0473,0.256,-0.0308,0.021
"PLS1",-0.109,0.00472,-0.737,0.0201,0.13,0.3
"PLSCR1",1.82,1.18,1.8,-0.698,-0.667,-0.862
"PLXDC2",0.342,0.129,0.942,0.127,-0.253,-0.143
"PMAIP1",2.04,0.345,1.13,-0.874,-0.603,-0.108
"PML",1.23,0.143,0.607,-0.0932,-0.473,-0.793
"PMM2",1.31,0.438,-0.104,-0.341,-0.323,0.0907
"PMPCB",-0.596,0.0985,0.444,0.1,0.0967,-0.226
"PNISR",0.696,-1.18,0.165,0.105,0.165,0.249
"PNKD",0.637,-0.642,-0.304,0.467,0.39,0.62
"PNN",0.991,-0.866,0.177,0.337,0.0857,0.186
"PNPLA6",-0.876,-0.35,0.149,0.3,0.239,-0.0677
"PNPO",1.74,-0.15,-0.0501,0.179,-0.141,0.301
"POC1A",-4.05,0.698,0.479,0.918,0.636,0.662
"POC5",-3.76,0.819,2.07,-0.114,-0.15,0.448
"POGK",1.03,-0.302,0.571,-0.108,0.00736,-0.399
"POGZ",-0.478,-0.703,-0.116,0.385,0.36,0.178
"POLD3",-0.279,-0.916,-0.115,0.501,0.307,0.511
"POLE3",1.95,0.117,0.542,-0.25,-0.251,0.0534
"POLE4",1.04,-0.484,-0.367,0.462,0.34,0.729
"POLG2",-2.92,0.46,0.925,0.413,0.437,0.205
"POLK",0.638,-0.856,-0.551,0.431,0.611,1.08
"POLL",-2.44,-0.315,1.45,0.17,0.112,0.176
"POLR1B",-0.852,-0.262,0.00322,0.301,0.271,0.0821
"POLR1G",1.28,-0.787,0.121,-0.227,-0.194,0.104
"POLR2A",-0.691,-0.465,0.0655,0.362,0.336,0.138
"POLR2D",0.661,-0.527,-0.311,0.145,0.331,0.157
"POLR2L",1.04,-0.126,0.386,0.099,-0.0716,-0.126
"POLR2M",1.13,-0.829,-0.537,0.419,0.224,0.751
"POLR3A",-0.647,-0.0505,0.396,-0.111,-0.0907,-0.127
"POLR3G",1.18,-0.123,0.317,-0.414,-0.175,0.00734
"POM121C",-6.57,-0.0122,0.688,1.61,1.26,1.56
"POMT1",-2.11,-3.41,-0.82,1.86,1.18,0.863
"POP1",1.5,-0.495,0.302,-0.187,-0.398,-0.0612
