"UNIPROT","ENTREZID","SYMBOL"
"Q9BUG6","79149","ZSCAN5A"
"Q2QGD7","79364","ZXDC"
"Q9NRG9","8086","AAAS"
"Q86V21","65985","AACS"
"Q6PD74","79719","AAGAB"
"Q2M2I8","22848","AAK1"
"Q9H7C9","28971","AAMDC"
"Q13685","14","AAMP"
"Q9Y312","25980","AAR2"
"P49588","16","AARS1"
"Q5JTZ9","57505","AARS2"
"Q9BTE6","80755","AARSD1"
"Q9NRN7","60496","AASDHPPT"
"Q9UDR5","10157","AASS"
"Q9NY61","26574","AATF"
"P80404","18","ABAT"
"P08183","5243","ABCB1"
"O75027","22","ABCB7"
"P33527","4363","ABCC1"
"Q5T3U5","89845","ABCC10"
"O15439","10257","ABCC4"
"P28288","5825","ABCD3"
"O14678","5826","ABCD4"
"P61221","6059","ABCE1"
"Q8NE71","23","ABCF1"
"Q9UG63","10061","ABCF2"
"Q9NUQ8","55324","ABCF3"
"Q9NUJ1","55347","ABHD10"
"Q8NFV4","83451","ABHD11"
"Q8N2K0","26090","ABHD12"
"Q96IU4","84836","ABHD14B"
"O95870","7920","ABHD16A"
"Q5VST6","51104","ABHD17B"
"Q6PCB6","58489","ABHD17C"
"Q9BV23","57406","ABHD6"
"Q8IZP0","10006","ABI1"
"Q9NYB9","10152","ABI2"
"Q9NX38","54942","ABITRAM"
"P00519","25","ABL1"
"P42684","27","ABL2"
"O14639","3983","ABLIM1"
"Q6H8Q1","84448","ABLIM2"
"Q12979","29","ABR"
"Q9P1F3","58527","ABRACL"
"Q6UWZ7","84142","ABRAXAS1"
"Q15018","23172","ABRAXAS2"
"Q9ULW3","29777","ABT1"
"P09110","30","ACAA1"
"P42765","10449","ACAA2"
"Q13085","31","ACACA"
"Q6JQN1","80724","ACAD10"
"Q709F0","84129","ACAD11"
"Q9UKU7","27034","ACAD8"
"Q9H845","28976","ACAD9"
"P11310","34","ACADM"
"P16219","35","ACADS"
"P45954","36","ACADSB"
"P49748","37","ACADVL"
"Q15057","23527","ACAP2"
"P24752","38","ACAT1"
"Q9BWD1","39","ACAT2"
"Q9H3P7","64746","ACBD3"
"Q5T8D3","91452","ACBD5"
"Q9BR61","84320","ACBD6"
"Q96AP0","65057","ACD"
"Q9UKV3","22985","ACIN1"
"P53396","47","ACLY"
"P21399","48","ACO1"
"Q99798","50","ACO2"
"P49753","10965","ACOT2"
"O00154","11332","ACOT7"
"O14734","10005","ACOT8"
"Q9Y305","23597","ACOT9"
"Q15067","51","ACOX1"
"O15254","8310","ACOX3"
"P24666","52","ACP1"
"P11117","53","ACP2"
"Q9NPH0","51205","ACP6"
"Q96CM8","80221","ACSF2"
"Q4G176","197322","ACSF3"
"P33121","2180","ACSL1"
"O95573","2181","ACSL3"
"O60488","2182","ACSL4"
"Q9NUB1","84532","ACSS1"
"Q9NR19","55902","ACSS2"
"Q9H6R3","79611","ACSS3"
"P68133","58","ACTA1"
"Q562R1","345651","ACTBL2"
"O96019","86","ACTL6A"
"P12814","87","ACTN1"
"O43707","81","ACTN4"
"Q9NZ32","55860","ACTR10"
"P61163","10121","ACTR1A"
"P42025","10120","ACTR1B"
"P61160","10097","ACTR2"
"P61158","10096","ACTR3"
"Q9P1U1","57180","ACTR3B"
"Q9H9F9","79913","ACTR5"
"Q9GZN1","64431","ACTR6"
"Q9H981","93973","ACTR8"
"Q04771","90","ACVR1"
"P36896","91","ACVR1B"
"P27037","92","ACVR2A"
"Q13705","93","ACVR2B"
"Q03154","95","ACY1"
"P07311","97","ACYP1"
"P14621","98","ACYP2"
"P00813","100","ADA"
"Q6DHV7","161823","MAPDA"
"O14672","102","ADAM10"
"Q13444","8751","ADAM15"
"P78536","6868","ADAM17"
"Q9P0K1","53616","ADAM22"
"P55265","103","ADAR"
"P78563","104","ADARB1"
"Q7Z6V5","134637","ADAT2"
"Q96EY9","113179","ADAT3"
"P35612","119","ADD2"
"Q9UEY8","120","ADD3"
"P48960","976","ADGRE5"
"O95490","23266","ADGRL2"
"Q9HAR2","23284","ADGRL3"
"P11766","128","ADH5"
"Q9BV57","55256","ADI1"
"Q96A54","51094","ADIPOR1"
"Q9GZN8","54976","ADISSP"
"P55263","132","ADK"
"Q9H2P0","23394","ADNP"
"Q6IQ32","22850","ADNP2"
"Q96SZ5","84890","ADO"
"Q9BRR6","83440","ADPGK"
"Q3LIE5","56985","ADPRM"
"Q9NX46","54936","ADPRS"
"Q16186","11047","ADRM1"
"P30566","158","ADSL"
"Q8N142","122622","ADSS1"
"P30520","159","ADSS2"
"Q6ZN18","121536","AEBP2"
"Q8N556","60312","AFAP1"
"P55196","4301","AFDN"
"P51825","4299","AFF1"
"P51826","3899","AFF3"
"Q9UHB7","27125","AFF4"
"Q8NB90","166378","AFG2A"
"Q9BVQ7","79029","AFG2B"
"Q9Y4W6","10939","AFG3L2"
"P43652","173","AFM"
"Q9UPQ3","116987","AGAP1"
"Q96P47","116988","AGAP3"
"P52594","3267","AGFG1"
"O95081","3268","AGFG2"
"Q8N302","55109","AGGF1"
"Q53H12","55750","AGK"
"P35573","178","AGL"
"Q9UL18","26523","AGO1"
"Q9UKV8","27161","AGO2"
"Q9H9G7","192669","AGO3"
"Q99943","10554","AGPAT1"
"Q9NRZ7","56894","AGPAT3"
"Q9NRZ5","56895","AGPAT4"
"Q9NUQ2","55326","AGPAT5"
"O00116","8540","AGPS"
"O95994","10551","AGR2"
"O00468","375790","AGRN"
"Q9UPW5","23287","AGTPBP1"
"Q6RW13","57085","AGTRAP"
"Q8WYP5","25909","AHCTF1"
"P23526","191","AHCY"
"O43865","10768","AHCYL1"
"Q96HN2","23382","AHCYL2"
"Q09666","79026","AHNAK"
"Q8IVF2","113146","AHNAK2"
"O95433","10598","AHSA1"
"Q96BJ3","64853","AIDA"
"Q9BQI0","83543","AIF1L"
"O95831","9131","AIFM1"
"Q9NVV5","51390","AIG1"
"Q12904","9255","AIMP1"
"Q13155","7965","AIMP2"
"O00170","9049","AIP"
"Q96IF1","84962","AJUBA"
"P00568","203","AK1"
"P54819","204","AK2"
"Q9UIJ7","50808","AK3"
"P27144","205","AK4"
"Q9Y3D8","102157402","AK6"
"Q92667","8165","AKAP1"
"O43572","11216","AKAP10"
"Q9UKA4","11215","AKAP11"
"Q02952","9590","AKAP12"
"Q12802","11214","AKAP13"
"Q02040","8227","AKAP17A"
"P24588","9495","AKAP5"
"O43823","10270","AKAP8"
"Q9ULX6","26993","AKAP8L"
"Q99996","10142","AKAP9"
"P14550","10327","AKR1A1"
"P15121","231","AKR1B1"
"Q96JD6","83592","AKR1E2"
"O43488","8574","AKR7A2"
"P31749","207","AKT1"
"Q96B36","84335","AKT1S1"
"P31751","208","AKT2"
"Q9Y243","10000","AKT3"
"Q9H8T0","64400","AKTIP"
"P13716","210","ALAD"
"P13196","211","ALAS1"
"Q13740","214","ALCAM"
"Q8IZ83","126133","ALDH16A1"
"P00352","216","ALDH1A1"
"O94788","8854","ALDH1A2"
"P30837","219","ALDH1B1"
"O75891","10840","ALDH1L1"
"P05091","217","ALDH2"
"P51648","224","ALDH3A2"
"P30038","8659","ALDH4A1"
"P51649","7915","ALDH5A1"
"Q02252","4329","ALDH6A1"
"P49419","501","ALDH7A1"
"P04075","226","ALDOA"
"P09972","230","ALDOC"
"Q2TAA5","440138","ALG11"
"Q9NP73","79868","ALG13"
"Q9H553","85365","ALG2"
"Q92685","10195","ALG3"
"Q9Y673","29880","ALG5"
"Q9Y672","29929","ALG6"
"Q9BVK2","79053","ALG8"
"Q9H6U8","79796","ALG9"
"Q13686","8846","ALKBH1"
"Q6NS38","121642","ALKBH2"
"Q96Q83","221120","ALKBH3"
"Q9NXW9","54784","ALKBH4"
"Q6P6C2","54890","ALKBH5"
"Q3KRA9","84964","ALKBH6"
"Q9BT30","84266","ALKBH7"
"P05186","249","ALPL"
"Q9H161","60529","ALX4"
"Q86V81","10189","ALYREF"
"Q9C0C7","55626","AMBRA1"
"Q9Y303","51005","AMDHD2"
"Q5JTC6","139285","AMER1"
"Q6DCA0","83607","AMMECR1L"
"Q9Y2J4","51421","AMOTL2"
"Q01433","271","AMPD2"
"P49418","273","AMPH"
"Q86W34","51321","AMZ2"
"Q9H1A4","64682","ANAPC1"
"Q9UM13","10393","ANAPC10"
"Q9NYG5","51529","ANAPC11"
"Q9UJX6","29882","ANAPC2"
"Q9UJX4","51433","ANAPC5"
"Q9UJX3","51434","ANAPC7"
"Q5VTE6","90806","ANGEL2"
"Q01484","287","ANK2"
"Q12955","288","ANK3"
"Q9P2R3","51479","ANKFY1"
"Q9HCJ1","56172","ANKH"
"Q8IWZ3","54882","ANKHD1"
"Q8IWZ3","404734","ANKHD1-EIF4EBP3"
"Q8IV38","57037","ANKMY2"
"Q6UB99","29123","ANKRD11"
"Q8IZ07","88455","ANKRD13A"
"Q8N6S4","81573","ANKRD13C"
"O75179","26057","ANKRD17"
"Q9UPS8","22852","ANKRD26"
"Q96NW4","84079","ANKRD27"
"O15084","23243","ANKRD28"
"Q6AI12","91369","ANKRD40"
"Q86W74","157567","ANKRD46"
"Q9ULJ7","57182","ANKRD50"
"Q8NB46","283373","ANKRD52"
"Q6NXT1","129138","ANKRD54"
"Q92625","23294","ANKS1A"
"Q68DC2","203286","ANKS6"
"Q9H8Y5","55139","ANKZF1"
"Q9NQW6","54443","ANLN"
"Q9NW15","55129","ANO10"
"Q4KMQ2","196527","ANO6"
"P39687","8125","ANP32A"
"Q92688","10541","ANP32B"
"Q9BTT0","81611","ANP32E"
"Q9H6X2","84168","ANTXR1"
"P58335","118429","ANTXR2"
"P04083","301","ANXA1"
"P50995","311","ANXA11"
"P07355","302","ANXA2"
"P12429","306","ANXA3"
"P08133","309","ANXA6"
"P20073","310","ANXA7"
"P19801","26","AOC1"
"Q10567","162","AP1B1"
"O43747","164","AP1G1"
"O75843","8906","AP1G2"
"Q9BXS5","8907","AP1M1"
"P61966","1174","AP1S1"
"P56377","8905","AP1S2"
"O95782","160","AP2A1"
"O94973","161","AP2A2"
"P63010","163","AP2B1"
"Q96CW1","1173","AP2M1"
"P53680","1175","AP2S1"
"O00203","8546","AP3B1"
"O14617","8943","AP3D1"
"Q9Y2T2","26985","AP3M1"
"P53677","10947","AP3M2"
"Q92572","1176","AP3S1"
"P59780","10239","AP3S2"
"Q9Y6B7","10717","AP4B1"
"O00189","9179","AP4M1"
"Q9Y587","11154","AP4S1"
"Q2VPB7","91056","AP5B1"
"Q9H0R1","55745","AP5M1"
"O43299","9907","AP5Z1"
"O14727","317","APAF1"
"O00213","322","APBB1"
"P25054","324","APC"
"P13798","327","APEH"
"P27695","328","APEX1"
"Q9BZZ5","8539","API5"
"Q96GX9","51074","APIP"
"Q9HDC9","57136","APMAP"
"Q9UH17","9582","APOBEC3B"
"Q9NRW3","27350","APOBEC3C"
"Q8IUX4","200316","APOBEC3F"
"Q9BQE5","23780","APOL2"
"Q9BUR5","79135","APOO"
"Q6UXV4","139322","APOOL"
"Q9UKG1","26060","APPL1"
"Q8NEU8","55198","APPL2"
"P07741","353","APRT"
"Q7Z2E3","54840","APTX"
"O60306","9716","AQR"
"P10398","369","ARAF"
"Q96P48","116985","ARAP1"
"P48444","372","ARCN1"
"P84077","375","ARF1"
"P18085","378","ARF4"
"P84085","381","ARF5"
"P62330","382","ARF6"
"Q8N6T3","55738","ARFGAP1"
"Q8N6H7","84364","ARFGAP2"
"Q9NP61","26286","ARFGAP3"
"Q9Y6D6","10565","ARFGEF1"
"Q9Y6D5","10564","ARFGEF2"
"Q5TH69","57221","ARFGEF3"
"P53367","27236","ARFIP1"
"P53365","23647","ARFIP2"
"Q13795","10139","ARFRP1"
"P78540","384","ARG2"
"Q9NWB6","55082","ARGLU1"
"Q07960","392","ARHGAP1"
"A1A4S6","79658","ARHGAP10"
"Q6P4F7","9824","ARHGAP11A"
"Q8IWW6","94134","ARHGAP12"
"Q68EM7","55114","ARHGAP17"
"Q8N392","93663","ARHGAP18"
"Q14CB8","84986","ARHGAP19"
"Q5T5U3","57584","ARHGAP21"
"Q52LW3","9411","ARHGAP29"
"A7KAX9","9743","ARHGAP32"
"Q9NRY4","2909","ARHGAP35"
"Q13017","394","ARHGAP5"
"P52565","396","ARHGDIA"
"Q92888","9138","ARHGEF1"
"O15013","9639","ARHGEF10"
"O15085","9826","ARHGEF11"
"Q9NZN5","23365","ARHGEF12"
"Q5VV41","27237","ARHGEF16"
"Q6ZSZ5","23370","ARHGEF18"
"Q92974","9181","ARHGEF2"
"Q96DR7","26084","ARHGEF26"
"Q8TER5","55701","ARHGEF40"
"Q15052","9459","ARHGEF6"
"Q14155","8874","ARHGEF7"
"O14497","8289","ARID1A"
"Q8NFD5","57492","ARID1B"
"Q68CP9","196528","ARID2"
"Q99856","1820","ARID3A"
"Q8IVW6","10620","ARID3B"
"P29374","5926","ARID4A"
"Q4LE39","51742","ARID4B"
"Q14865","84159","ARID5B"
"Q9Y4X5","25820","ARIH1"
"O95376","10425","ARIH2"
"Q96B23","147339","ARK2N"
"P40616","400","ARL1"
"Q8N8L6","285598","ARL10"
"Q3SXY8","200894","ARL13B"
"Q8N8R7","120534","ARL14EP"
"Q9NXU5","54622","ARL15"
"P36404","402","ARL2"
"Q9Y2Y0","23568","ARL2BP"
"P36405","403","ARL3"
"Q9Y689","26225","ARL5A"
"Q9H0F7","84100","ARL6"
"Q66PJ3","51329","ARL6IP4"
"O75915","10550","ARL6IP5"
"Q8N6S5","151188","ARL6IP6"
"Q96BM9","127829","ARL8A"
"Q9NVJ2","55207","ARL8B"
"Q9NVT9","55156","ARMC1"
"Q8N2F6","83787","ARMC10"
"Q8NEN0","84071","ARMC2"
"Q96C12","79798","ARMC5"
"Q6NXE6","93436","ARMC6"
"Q8IUR7","25852","ARMC8"
"Q7Z3E5","80210","ARMC9"
"Q9UH62","51566","ARMCX3"
"Q5T2E6","79591","ARMH3"
"Q9H993","79624","ARMT1"
"P27540","405","ARNT"
"Q92747","10552","ARPC1A"
"O15143","10095","ARPC1B"
"O15144","10109","ARPC2"
"O15145","10094","ARPC3"
"P59998","10093","ARPC4"
"O15511","10092","ARPC5"
"Q9BPX5","81873","ARPC5L"
"Q7Z6K5","348110","ARPIN"
"P56211","10776","ARPP19"
"P49407","408","ARRB1"
"P32121","409","ARRB2"
"Q8N5I2","92714","ARRDC1"
"Q96B67","57561","ARRDC3"
"P15289","410","ARSA"
"P15848","411","ARSB"
"Q6UWY0","153642","ARSK"
"Q9H2C2","64801","ARV1"
"O00192","421","ARVCF"
"Q9HBK9","57412","AS3MT"
"Q13510","427","ASAH1"
"Q9ULH1","50807","ASAP1"
"Q9Y575","51130","ASB3"
"Q9NWX5","140459","ASB6"
"Q8N9N2","51008","ASCC1"
"Q9H1I8","84164","ASCC2"
"Q8N3C0","10973","ASCC3"
"L0R819","110599588","ASDURF"
"Q9Y294","25842","ASF1A"
"Q9NVP2","55723","ASF1B"
"Q9NR48","55870","ASH1L"
"Q9UBL3","9070","ASH2L"
"O95671","8623","ASMTL"
"P08243","440","ASNS"
"Q12797","444","ASPH"
"Q8IZT6","259266","ASPM"
"Q9BZE9","79058","ASPSCR1"
"Q7L266","80150","ASRGL1"
"P00966","445","ASS1"
"Q8IXJ9","171023","ASXL1"
"Q76L83","55252","ASXL2"
"Q8NBU5","84896","ATAD1"
"Q6PL18","29028","ATAD2"
"Q9ULI0","54454","ATAD2B"
"Q9NVI7","55210","ATAD3A"
"Q5T9A4","83858","ATAD3B"
"Q5SQI0","79969","ATAT1"
"O95260","11101","ATE1"
"P18846","466","ATF1"
"P15336","1386","ATF2"
"P18850","22926","ATF6"
"Q99941","1388","ATF6B"
"P17544","11016","ATF7"
"Q6VMQ6","55729","ATF7IP"
"Q9BSB4","60673","ATG101"
"O75143","9776","ATG13"
"Q6ZNE5","22863","ATG14"
"Q676U5","55054","ATG16L1"
"Q2TAZ0","23130","ATG2A"
"Q96BY7","55102","ATG2B"
"Q9NT62","64422","ATG3"
"Q8WYN0","115201","ATG4A"
"Q9Y4P1","23192","ATG4B"
"Q96DT6","84938","ATG4C"
"Q9H1Y0","9474","ATG5"
"O95352","10533","ATG7"
"Q7Z3C6","79065","ATG9A"
"P31939","471","ATIC"
"Q8WXF7","51062","ATL1"
"Q8NHH9","64225","ATL2"
"Q6DD88","25923","ATL3"
"P54259","1822","ATN1"
"O00244","475","ATOX1"
"Q8NB49","286410","ATP11C"
"Q9HD20","57130","ATP13A1"
"P05023","476","ATP1A1"
"P13637","478","ATP1A3"
"P05026","481","ATP1B1"
"P54709","483","ATP1B3"
"Q9Y6H3","91419","ATP23"
"P16615","488","ATP2A2"
"P20020","490","ATP2B1"
"P98194","27032","ATP2C1"
"P25705","498","ATP5F1A"
"P06576","506","ATP5F1B"
"P36542","509","ATP5F1C"
"P30049","513","ATP5F1D"
"Q9UII2","93974","ATP5IF1"
"P56385","521","ATP5ME"
"P56134","9551","ATP5MF"
"O75964","10632","ATP5MG"
"P56378","9556","ATP5MJ"
"P24539","515","ATP5PB"
"O75947","10476","ATP5PD"
"P18859","522","ATP5PF"
"P48047","539","ATP5PO"
"Q15904","537","ATP6AP1"
"O75787","10159","ATP6AP2"
"Q93050","535","ATP6V0A1"
"Q9Y487","23545","ATP6V0A2"
"P27449","527","ATP6V0C"
"P61421","9114","ATP6V0D1"
"P38606","523","ATP6V1A"
"P21281","526","ATP6V1B2"
"P21283","528","ATP6V1C1"
"P36543","529","ATP6V1E1"
"Q16864","9296","ATP6V1F"
"O75348","9550","ATP6V1G1"
"O95670","534","ATP6V1G2"
"Q9UI12","51606","ATP6V1H"
"Q04656","538","ATP7A"
"O75110","10079","ATP9A"
"Q5TC12","64756","ATPAF1"
"Q8N5M1","91647","ATPAF2"
"Q6UW56","51374","ATRAID"
"Q8WXE1","84126","ATRIP"
"O75882","8455","ATRN"
"P46100","546","ATRX"
"P54253","6310","ATXN1"
"Q9UBB4","25814","ATXN10"
"Q99700","6311","ATXN2"
"Q8WWM7","11273","ATXN2L"
"P54252","4287","ATXN3"
"O15265","6314","ATXN7"
"Q5T6C5","127002","ATXN7L2"
"Q14CW9","56970","ATXN7L3"
"Q96GX2","552889","ATXN7L3B"
"Q13825","549","AUH"
"Q9Y679","550","AUP1"
"O14965","6790","AURKA"
"Q9NWT8","54998","AURKAIP1"
"Q96GD4","9212","AURKB"
"Q8WXX7","26053","AUTS2"
"Q9NQS1","57099","AVEN"
"Q8NBF6","23080","AVL9"
"O15169","8312","AXIN1"
"Q9H6S1","64343","AZI2"
"Q96L58","126792","B3GALT6"
"O94766","26229","B3GAT3"
"Q6Y288","145173","B3GLCT"
"Q9NY97","10678","B3GNT2"
"P15291","2683","B4GALT1"
"O60512","8703","B4GALT3"
"O60513","8702","B4GALT4"
"Q9UBV7","11285","B4GALT7"
"O43505","11041","B4GAT1"
"Q9NWV8","29086","BABAM1"
"Q9NXR7","9577","BABAM2"
"O14867","571","BACH1"
"Q9BYV9","60468","BACH2"
"Q92934","572","BAD"
"Q99933","573","BAG1"
"O95816","9532","BAG2"
"O95817","9531","BAG3"
"O95429","9530","BAG4"
"Q9UL15","9529","BAG5"
"P46379","7917","BAG6"
"Q9P281","57597","BAHCC1"
"Q8TBE0","22893","BAHD1"
"Q9UQB8","10458","BAIAP2"
"Q9UHR4","55971","BAIAP2L1"
"Q16611","578","BAK1"
"Q13145","25805","BAMBI"
"O75531","8815","BANF1"
"Q8N9N5","54971","BANP"
"Q92560","8314","BAP1"
"Q8IXM2","124944","BACC1"
"Q99728","580","BARD1"
"P80723","10409","BASP1"
"Q9NR55","55509","BATF3"
"Q07812","581","BAX"
"Q9NRL2","11177","BAZ1A"
"Q9UIG0","9031","BAZ1B"
"Q9UIF9","11176","BAZ2A"
"Q9UIF8","29994","BAZ2B"
"Q8NFJ9","582","BBS1"
"Q9BXC9","583","BBS2"
"Q8IWZ6","55212","BBS7"
"Q8WY36","56987","BBX"
"P50895","4059","BCAM"
"Q9UHQ4","55973","BCAP29"
"P51572","10134","BCAP31"
"P56945","9564","BCAR1"
"O75934","10286","BCAS2"
"Q9H6U6","54828","BCAS3"
"P54687","586","BCAT1"
"O15382","587","BCAT2"
"Q9P287","56647","BCCIP"
"Q7Z5W3","144233","BCDIN3D"
"P12694","593","BCKDHA"
"P21953","594","BCKDHB"
"O14874","10295","BCKDK"
"O95999","8915","BCL10"
"Q9H165","53335","BCL11A"
"Q9C0K0","64919","BCL11B"
"P10415","596","BCL2"
"Q07817","598","BCL2L1"
"O43521","10018","BCL2L11"
"Q9BXK5","23786","BCL2L13"
"Q4VC05","605","BCL7A"
"Q9BQE9","9275","BCL7B"
"Q8WUZ0","9274","BCL7C"
"O00512","607","BCL9"
"Q86UU0","283149","BCL9L"
"Q9NYF8","9774","BCLAF1"
"A2AJT9","256643","BCLAF3"
"Q5H9F3","63035","BCORL1"
"P11274","613","BCR"
"Q9Y276","617","BCS1L"
"Q02338","622","BDH1"
"Q9BUT1","56898","BDH2"
"A6H8Y1","55814","BDP1"
"Q14457","8678","BECN1"
"Q5T5X7","57673","BEND3"
"Q8N7W2","222389","BEND7"
"O15155","10282","BET1"
"Q9NYM9","51272","BET1L"
"O14503","8553","BHLHE40"
"Q9C0J9","79365","BHLHE41"
"Q96G01","636","BICD1"
"Q8TD16","23299","BICD2"
"Q9NZM4","29998","BICRA"
"O00499","274","BIN1"
"Q9NQY0","55909","BIN3"
"Q9NR09","57448","BIRC6"
"Q13867","642","BLMH"
"P78537","2647","BLOC1S1"
"Q6QNY1","282991","BLOC1S2"
"Q6QNY0","388552","BLOC1S3"
"Q8TDH9","63915","BLOC1S5"
"Q9UL45","26258","BLOC1S6"
"Q6BDS2","54887","BLTP3A"
"A0JNW5","23074","BLTP3B"
"P53004","644","BLVRA"
"P30043","645","BLVRB"
"Q9H2G9","8548","BLZF1"
"P35226","648","BMI1"
"O95393","27302","BMP10"
"Q9NSY1","55589","BMP2K"
"Q8N8U9","168667","BMPER"
"P36894","657","BMPR1A"
"Q14692","9790","BMS1"
"Q12981","662","BNIP1"
"Q12982","663","BNIP2"
"O60238","665","BNIP3L"
"Q8NFC6","259282","BOD1L1"
"Q9Y3E2","51027","BOLA1"
"Q9H3K6","552900","BOLA2"
"Q9H3K6","654483","BOLA2B"
"Q9H3K6","124907841","LOC124907841"
"Q53S33","388962","BOLA3"
"Q14137","23246","BOP1"
"Q969J3","118426","BORCS5"
"Q96B45","119032","BORCS7"
"Q86WA6","670","BPHL"
"O95861","10380","BPNT1"
"Q12830","2186","BPTF"
"P15056","673","BRAF"
"Q7Z569","8315","BRAP"
"Q6PJG6","221927","BRAT1"
"P38398","672","BRCA1"
"P51587","675","BRCA2"
"P46736","79184","BRCC3"
"O95696","23774","BRD1"
"P25440","6046","BRD2"
"Q15059","8019","BRD3"
"O60885","23476","BRD4"
"Q9NPI1","29117","BRD7"
"Q9H0E9","10902","BRD8"
"Q9H8M2","65980","BRD9"
"Q92994","2972","BRF1"
"Q9BX63","83990","BRIP1"
"Q8TDN6","55299","BRIX1"
"Q8WUW1","55845","BRK1"
"Q0VDD7","79173","BRME1"
"Q9HCU9","25855","BRMS1"
"Q5PSV4","84312","BRMS1L"
"Q5VW32","148362","BROX"
"P55201","7862","BRPF1"
"Q9ULD4","27154","BRPF3"
"Q8IWQ3","9024","BRSK2"
"Q9NSI6","54014","BRWD1"
"Q96G97","26580","BSCL2"
"Q9NW68","55108","BSDC1"
"P35613","682","BSG"
"Q9UPA5","8927","BSN"
"O14981","9044","BTAF1"
"Q9H0C5","53339","BTBD1"
"Q9BX70","55643","BTBD2"
"Q5XKL5","284697","BTBD8"
"P43251","686","BTD"
"P20290","689","BTF3"
"Q96K17","91408","BTF3L4"
"Q7KYR7","11120","BTN2A1"
"Q9Y297","8945","BTRC"
"O43683","699","BUB1"
"O60566","701","BUB1B"
"O43684","9184","BUB3"
"Q9BRD0","84811","BUD13"
"O43709","114049","BUD23"
"P41223","8896","BUD31"
"Q13895","705","BYSL"
"Q7L1Q6","9689","BZW1"
"Q9Y6E2","28969","BZW2"
"Q9H0W9","28970","C11orf54"
"Q9H3H3","83638","C11orf68"
"E9PRG8","102288414","C11orf98"
"Q9H972","60686","C14orf93"
"Q6ZRI6","56905","C15orf39"
"Q8WUR7","123207","C15orf40"
"Q6PH81","388272","C16orf87"
"Q9HAS0","64149","C17orf75"
"Q32NC0","83608","C18orf21"
"Q9NSK7","83636","C19orf12"
"Q9UFG5","148223","C19orf25"
"Q8N9M1","126526","C19orf47"
"Q9UNZ5","28974","C19orf53"
"Q13901","10438","C1D"
"Q9NS00","56913","C1GALT1"
"Q96EU7","29071","C1GALT1C1"
"Q6ZSJ8","127687","C1orf122"
"Q8NDD1","128061","C1orf131"
"Q8IYL3","339448","C1orf174"
"A1L170","400793","C1orf226"
"Q9BWL3","25912","C1orf43"
"Q9BV19","79078","C1orf50"
"Q8N6N3","148423","C1orf52"
"Q5VUE5","388722","C1orf53"
"Q07021","708","C1QBP"
"Q6P5X5","128977","C22orf39"
"Q86YS7","9847","C2CD5"
"Q9BVC5","79074","C2orf49"
"Q2NKX9","388969","C2orf68"
"Q8N8R5","205327","C2orf69"
"Q3KRA6","130355","C2orf76"
"Q5JPI3","285237","C3orf38"
"Q49AR2","55322","C5orf22"
"Q7Z6I8","134553","C5orf24"
"Q7Z4R8","387263","C6orf120"
"O95873","57827","C6orf47"
"Q9BPX7","79020","C7orf25"
"Q9BRJ6","84310","C7orf50"
"Q9H7E9","65265","C8orf33"
"Q6P1X6","414919","C8orf82"
"Q8IXQ3","55071","C9orf40"
"Q9NZ63","51759","C9orf78"
"Q96MD7","138241","C9orf85"
"Q9Y2D0","11238","CA5B"
"P35219","767","CA8"
"Q9H8G2","79886","CAAP1"
"Q9Y376","51719","CAB39"
"Q8TDN4","91768","CABLES1"
"Q5VU97","57685","CACHD1"
"P54289","781","CACNA2D1"
"Q9NY47","9254","CACNA2D2"
"P54284","784","CACNB3"
"Q8WUQ7","58509","CACTIN"
"Q86Y37","143384","CACUL1"
"Q9HB71","27101","CACYBP"
"P27708","790","CAD"
"Q9BY67","23705","CADM1"
"Q8NFZ8","199731","CADM4"
"P10092","797","CALCB"
"Q9P1Z2","57658","CALCOCO1"
"Q05682","800","CALD1"
"P27797","811","CALR"
"O43852","813","CALU"
"Q9NYX4","50632","CALY"
"Q14012","8536","CAMK1"
"Q8IU85","57118","CAMK1D"
"Q13557","817","CAMK2D"
"Q13555","818","CAMK2G"
"Q96RR4","10645","CAMKK2"
"P49069","819","CAMLG"
"Q5T5Y3","157922","CAMSAP1"
"Q08AD1","23271","CAMSAP2"
"Q9P1Y5","57662","CAMSAP3"
"Q86VP6","55832","CAND1"
"O75155","23066","CAND2"
"Q8WVQ1","124583","CANT1"
"P27824","821","CANX"
"Q01518","10487","CAP1"
"P40123","10486","CAP2"
"P40121","822","CAPG"
"P07384","823","CAPN1"
"P17655","824","CAPN2"
"Q9Y6W3","23473","CAPN7"
"P04632","826","CAPNS1"
"Q14444","4076","CAPRIN1"
"P52907","829","CAPZA1"
"P47755","830","CAPZA2"
"P47756","832","CAPZB"
"Q9Y2V2","23589","CARHSP1"
"Q86X55","10498","CARM1"
"Q5VZK9","55604","CARMIL1"
"Q8N4J0","138199","CARNMT1"
"P49589","833","CARS1"
"Q9HA77","79587","CARS2"
"O15234","22794","CASC3"
"O14936","8573","CASK"
"Q8WXD9","57524","CASKIN1"
"Q8WXE0","57513","CASKIN2"
"Q92851","843","CASP10"
"P31944","23581","CASP14"
"P42575","835","CASP2"
"P42574","836","CASP3"
"P55212","839","CASP6"
"P55210","840","CASP7"
"Q9UKL3","9994","CASP8AP2"
"P55211","842","CASP9"
"P20810","831","CAST"
"Q86V15","54897","CASZ1"
