"","Protein.Group","Genes","LFQ.100_a_RDH12_atRAL5hr","LFQ.100_b_RDH12_atRAL5hr","LFQ.100_c_RDH12_atRAL5hr","LFQ.200_a_RDH12_atRAL5hr","LFQ.200_b_RDH12_atRAL5hr","LFQ.200_c_RDH12_atRAL5hr","LFQ.control_a_RDH12_atRAL5hr","LFQ.control_b_RDH12_atRAL5hr","LFQ.control_c_RDH12_atRAL5hr","LFQ.100_a_GFP_atRAL5hr+24h_recvr","LFQ.100_b_GFP_atRAL5hr+24h_recvr","LFQ.100_c_GFP_atRAL5hr+24h_recvr","LFQ.200_a_GFP_atRAL5hr+24h_recvr","LFQ.200_b_GFP_atRAL5hr+24h_recvr","LFQ.200_c_GFP_atRAL5hr+24h_recvr","LFQ.control_a_GFP_atRAL5hr+24h_recvr","LFQ.control_b_GFP_atRAL5hr+24h_recvr","LFQ.control_c_GFP_atRAL5hr+24h_recvr","LFQ.100_a_RDH12_atRAL5hr+24h_recvr","LFQ.100_b_RDH12_atRAL5hr+24h_recvr","LFQ.100_c_RDH12_atRAL5hr+24h_recvr","LFQ.200_a_RDH12_atRAL5hr+24h_recvr","LFQ.200_b_RDH12_atRAL5hr+24h_recvr","LFQ.200_c_RDH12_atRAL5hr+24h_recvr","LFQ.control_a_RDH12_atRAL5hr+24h_recvr","LFQ.control_b_RDH12_atRAL5hr+24h_recvr","LFQ.control_c_RDH12_atRAL5hr+24h_recvr"
"6601","Q8IV36","HID1",535565,630616.5,614487.25,586653.5,NA,353151.5938,NA,NA,NA,1109596,1068998.75,856127.375,586151.125,886989.375,1016751.375,1023902.938,723005.75,839788.125,831929.5625,753926.625,855488,814249.9375,NA,864031.9375,NA,902023.4375,749806.625
"6602","O14618","CCS",4941705,5660969.5,6317623.5,5386022,8985138,5540421.5,10316479,11826768,15523072,1598588.375,3390710.5,3889150.25,3062340.5,2268360.5,2274226.25,2865737.75,5269917.5,3611469.25,3805110.75,4570917,5683019,4314311.5,5270901.5,4217516,3982963.5,5217992.5,3792982.5
"6603","Q03393","PTS",6123899,4561487,5354690,2867773.5,10625740,3582026.25,15587996,26237838,22715312,2246997.5,4749283.5,6332805,3938229.5,NA,NA,NA,7873771,6410503.5,3534833,3420810.25,3324232.75,5126986,5611300,4501497,7559706.5,3701990.5,3050458
"6604","Q7Z412","PEX26",NA,NA,NA,NA,NA,NA,NA,NA,NA,185100.6719,370313.4063,325450.4688,295594.9063,192929.6563,267980.5,NA,409012.5313,280783.5,339245.7188,287002.25,323702.8438,323564.7188,377674.2188,372080.9375,467316.5,461238.5313,442473.0938
"6605","P47224","RABIF",13477606,12447070,17697430,12248550,33117940,17298864,41521172,56221904,50184808,11794724,9405720,15827006,7632754.5,4455975,4810854.5,14173555,12490007,13835163,10639080,11210593,16182121,12153246,19631358,12210937,11728117,14934627,11182095
"6606","P43307","SSR1",66215216,50804248,57694720,108850296,329287552,93062216,143595312,190644784,194848800,60366304,59781944,54786944,119731936,91827688,108557928,69378608,73661072,56089520,68025520,88304552,77806696,69961696,104841400,71338952,87182120,73666912,65998420
"6607","P22352","GPX3",5582329,2384145.5,2219440,10010920,3078535.5,7644148.5,NA,NA,3035708,NA,NA,1882761.125,2271498,2235503,NA,NA,2502151,2110253.25,2276642.5,1881601.125,2406509.25,NA,3860361,3168306.5,NA,3073321.75,NA
"6608","Q86VP3","PACS2",144306.9844,155771.2344,122862.1797,82431.78125,NA,115007.9375,NA,NA,NA,163567.4531,155656.7656,86977.22656,NA,NA,108203.0078,181855.625,127586.4922,111017.875,56602.94141,84810.84375,92303.17188,0,62811.62109,54486.48047,NA,101484.4766,157921.5938
"6609","P27448","MARK3",3700479,3892284.25,3808521.25,3287512.25,5594602,4058451.25,3035146.25,2528498.25,4085093.5,2737490.25,2979967.5,2627171.5,2449444.75,2146887.5,2497795.5,2678178.25,2873399.25,2661891,3026236.5,2914403.25,3883181.5,3213484,3737934.75,3455301.25,3272886.5,3524741.25,4062400.75
"6610","Q8IV63","VRK3",4414289,6581900,4986682,6803691,11513719,8499789,8207979.5,6517183,9699321,4777785.5,4857463,3192903.75,6867129,5186013.5,6610161,4473667.5,4013180,3647542,4773849,5582176,4782417,4583313,3904471,3920755.5,5389410,5214714,5160549.5
"6611","Q9HCJ1","ANKH",123191.9375,199085.5313,207030.5156,240700.8281,NA,209745.5469,NA,NA,NA,134327.1563,127593.8516,NA,141048.3594,174601.3594,105261.8281,101835.9297,NA,NA,158664.8281,162227.1094,NA,NA,NA,NA,169643.9844,216451.2656,NA
"6612","Q9HAD4","WDR41",2993292,3759728,2679760,3704435.5,924687.3125,3554987.75,1043065.5,NA,NA,3657526.25,3349571.25,2790124,2811365.75,2707392.25,3517715.5,2695418,2569624.25,2361396,2518204.75,2813027.25,3099371.25,3089613.75,2556580,2874979.5,2717646.75,3135344,2811883.25
"6613","Q86UT8","CENATAC",748402.25,786788.6875,813572.375,740762.4375,729180.6875,785304.4375,1291691.5,1218419.75,1763753.25,759940.0625,596116.9375,929055.5,601077.8125,907527.8125,713911.4375,1012508.375,886565.875,716327.5,859086.375,787710,1079468.625,934655.75,1348341,1172983.875,925990.75,549901.9375,998518.4375
"6614","Q15475","SIX1",10119436,6171146,9369054,9410433,26059254,10093351,19497578,21477824,15724576,11054947,8226637.5,10355681,15057835,15547272,16163872,6759861.5,14610597,12365316,14043161,14905053,13090245,11464129,14319000,12863436,10589893,29958436,14500892
"6615","Q9UIU6","SIX4",6445821,5133978.5,6508628,7236668.5,12808418,6526793.5,10401268,14873271,12142760,1672752.375,4596870.5,7231858,5352210,6315343,6931282,1438702,6893523,7512084,5464894,4657031.5,6193377,6458226,8575301,6801933.5,5127784,6881249.5,5156993.5
"6616","Q5VW36","FOCAD",1121092.625,1291869.875,1003191.813,995734.5625,NA,1346227.125,NA,NA,NA,2029167.75,2306816,1926335.375,1568256.375,1995825.625,2164054,1764990.125,1553730.625,1753556.625,2159012.25,1992276.875,1763347,2140278.25,1569509.875,2039357.375,1737787.5,2232463.75,1847166.75
"6617","P15692","VEGFA",1554438,852138.6875,1216059.75,1027777.938,2868698,1218957.25,2008563.375,2397234,2566017,2418549.75,1312776.25,1375946.875,1571485.875,575614.625,807871.625,2849827.25,1123645.75,974497.0625,1445697.625,1816231.25,1824780.625,884557.1875,2453024,1344453.5,2423664.25,2205345.25,1522535.375
"6618","Q562E7","WDR81",2451173.25,3403054,2498852.75,2408423,NA,2322879,3147187,NA,8266446,2865239,2577420.5,2033257.875,883793.4375,1780338.125,1739542.5,4126537,2373787.5,1639493.875,1818657.125,1873998.125,1869617.5,1743328.125,1609587.25,2284736.75,1969474.125,1631644.25,1731634.75
"6619","Q96EL2","MRPS24",10322719,10695046,14250128,11502235,20828716,10956350,9062761,8200337,11192467,14497926,13069423,9317754,16468670,10932640,14854643,12964348,13010780,9589035,12344096,9996893,10515505,14777570,8761488,9676859,16783544,20675906,12848489
"6620","Q9UNH6","SNX7",1664274.5,1823419.25,1933475.375,3227047.25,NA,2483251.5,1385365.625,NA,1119146.875,2769370.5,2987666.25,1685582.75,1257676.75,2151669.75,2439089.25,2242119.25,1924839.75,1794621.5,2184345.75,2836325.5,1621395.75,2184945.25,1975818.75,2865948.5,1439225.25,1761744.375,1890367.125
"6621","Q6NXT6","TAPT1",407808.625,240234.9063,371767.5,308741.75,NA,493924.4375,NA,NA,NA,478703.4063,555763.5,457844.5,548379.3125,713452.125,988834.8125,331296.75,446603.4063,369158.0625,710498.4375,694492.8125,625389.125,544699.6875,543002.6875,590575.3125,500831.0625,607746.375,608992.6875
"6622","Q15777","MPPED2",2008892.625,NA,2761553.25,3308344,22792684,2837090,8118770,23174794,12628263,NA,NA,NA,2600707.25,NA,NA,NA,3648250.25,NA,NA,NA,2935345.75,NA,NA,NA,3620468,3174538.25,2741204.5
"6623","Q8N5I9","NOPCHAP1",4420431.5,6573026.5,5107499.5,NA,16923388,7435591.5,10304318,10808925,17020832,10739230,6843334,8533753,8028233,6609059,6671367,5051754,12230458,6868856.5,9649985,17260574,9434558,11636734,24063638,13523809,7260473.5,13093676,10452533
"6624","Q5JS37","NHLRC3",6425480,7038966.5,9437185,9205596,67053988,10538589,24204552,47734688,29987758,7786626,5546171.5,6228385.5,12478184,7557420.5,3979964,8297062,9809920,7016668.5,6996391.5,8061685,11304377,7453183,17537708,8328864.5,9359405,11521100,8113656
"6625","Q9BVC3","DSCC1",4001471.5,3464244.5,3431502.25,4645304.5,NA,3086773.25,NA,NA,3301271.25,2329780.5,3407704.75,2992478.25,3354430.75,4446007.5,3991258.5,NA,3162521.75,3252002.25,3289492.5,3149880.5,2930627.5,3845153.25,3307698.25,3365752.5,3061491.25,3623191.5,2968340.25
"6626","Q6P5R6","RPL22L1",43923160,71345744,73436000,46014832,183550928,69798096,126133592,202008608,206833952,101222264,83855632,95464768,64144292,63886668,50101784,94007616,109589232,81414184,91628248,76465496,137832400,136586224,178570880,142169248,95745064,88570224,108654864
"6627","Q08174","PCDH1",385920.5938,513479.0938,427080.2188,640899.1875,1538087.5,514740.125,798165.9375,593654.125,826412.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6628","Q8WZ74","CTTNBP2",NA,NA,NA,NA,NA,555051.625,648146.0625,NA,NA,1040955.875,685232.875,1341142.625,722409.1875,NA,444333.25,1642386.75,1245807.625,1277512.875,887371.6875,873673.8125,1667122.125,791502.25,2007518.75,1172308.375,1705263.625,1427513.125,1157824.25
"6629","Q2PZI1","DPY19L1",682630.1875,580174.875,644294.5,859028.9375,NA,761055.125,NA,NA,NA,1055600.625,882618.1875,632427.125,1176410.5,1361792.5,1900772,961010.1875,768359.5625,585853.0625,737852.5625,1122362.875,933326.1875,797014.9375,NA,619896.5,910620.5625,1259457.75,802849.875
"6630","Q8TCA0","LRRC20",1870054.125,1177388.375,1998384.625,932787.9375,872115.875,1374751.125,2923521.25,2926156.5,2343742.25,1113655.5,1193170.375,1449833.5,857228.875,NA,NA,1955888.875,936258.875,1329910.5,1135925.25,1686325.125,1180300.75,866315.25,1176384.875,917138.625,1449904.625,1658561.875,1070020.625
"6631","Q96CU9","FOXRED1",1254022.75,1282345.25,1714080.375,1988015.25,NA,1995784.75,492009.1875,NA,NA,1707305,1650266.125,1291669.625,1657829,2228822,2611232,1138918.25,1221628.875,1159855.125,2718628.25,2237426.25,2384092,2073705.375,2219417.25,1976341.625,2285672.25,2933099,2473247.25
"6632","Q9UBT6","POLK",12241005,17642974,12634414,8105198,NA,12342770,18689094,NA,NA,9420408,NA,22194826,NA,NA,8294341.5,23799982,22315958,27294036,29326830,32633502,60264552,37784424,68754000,58328972,37064212,32695694,32713350
"6633","Q9BQ90","KLHDC3",1675008.375,2169408.75,2462933.25,2977449,NA,4041446,2069534.25,NA,2996109.5,NA,1483075.625,1991725.375,NA,2507814.5,3524989.25,NA,2751043,3138213.5,2191652.5,1400243.5,2414158.5,2530946.75,3202067,2537658.25,2344276.25,2488509.75,2454900.75
"6634","Q9Y484","WDR45",2308433.5,1832212.75,2135362.5,2305004,2332862,1831703.375,2540602.5,2137352,2518372,1672401.125,1993285,1481118.875,1361323.625,1200948.5,1148979.75,2216130.75,1765843.875,1717704.625,1486658.75,1692764.375,1923714.875,1924508.75,1913485,1569713.25,1568408,1792574.5,1420067
"6635","Q9NUX5","POT1",627055.9375,756520.25,988570.8125,984092.5625,NA,876970.8125,NA,NA,NA,1025330.625,1045630.313,889610.1875,1323482,990710.75,1442057.375,891495.3125,681065.75,787100.125,1019662.75,1085020.5,1110117,1084959.5,913401.3125,965284.8125,765085.5,1155429,922836
"6636","Q5T0W9","FAM83B",752345.5625,NA,NA,NA,NA,NA,NA,NA,NA,1015281.5,892424.875,845725.4375,NA,512513.9375,656540.625,1442349.75,1024444.75,907979.0625,1095693.875,1053526.75,2101865.25,1584989.875,3264631.75,1837711.375,1377203.5,2556183.25,1307519
"6637","P34096","RNASE4",756138.875,736392.5625,1065007.625,834918.25,5973697,1134307,1658404.875,2429143.25,1884141.75,NA,NA,NA,668779.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,658785.875,NA,942582.625,711448.9375,443692.4688
"6638","Q08495","DMTN",1028045,NA,NA,NA,NA,NA,2565010,4946603,2482253.75,2551047.75,1671570,3698743.25,1420603.375,NA,1955635.75,3203178.5,3100500,2745384,2898916.25,3538530.5,4568188.5,3799075.5,6371968,4453899,3349256.75,7536939.5,3625538
"6639","Q7Z5G4","GOLGA7",20796736,16427672,18448986,27115598,10085949,19928792,13179012,14020196,13596999,7939874,6107929,6264036,7348493.5,6662385.5,7392106.5,6479478.5,5653646,5868998,5953401.5,6661553,5824589,6062885.5,6805012,6645617.5,6470111.5,7023665.5,5951959
"6640","Q16394","EXT1",1796571.125,1019669.375,1021980.125,1326807.125,NA,1488887.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641","P59780","AP3S2",432332.4063,481512.5625,393552.875,452699.5313,NA,557281.125,NA,NA,NA,312914.8125,499532.5313,NA,NA,NA,396509.4375,429599.0313,463281.875,260625.0781,446692.8125,445830.0313,NA,474882.8125,NA,NA,NA,NA,NA
"6642","P36959","GMPR",1941467.375,2065313.875,2864827.75,1802981.375,9360600,2534883.75,6076359,8938659,8480366,2331400,2167885.5,2358728,2837043.75,1650037.5,1357559.5,2216024.25,3370616.25,2655895.25,2259390.25,2055502.375,2769405.75,2158997.25,3182849.5,2205334.75,2697934.25,2262386.25,2222697.25
"6643","Q9UQ16","DNM3",22709788,25648894,25065994,21508832,7204339.5,21239266,9486018,5808297.5,16243530,41705732,41722292,32857056,25141082,30159368,37067692,32731400,26934796,31558772,33376690,27043620,30431880,31292158,28370160,35575048,31051062,26890948,32208858
"6644","Q92540","SMG7",1228097.75,1399450,1167358,1515775.25,NA,1360604.625,1810109.5,NA,845804.6875,1370957.125,1634539.5,1824432.375,1284154.875,1877677.25,1800934,1394954.25,1646871.375,1602100.375,1714150.25,1806237.875,1691768,1718096.375,2445870.75,2013166.625,1457030.625,1843509.625,1702493
"6645","O14562","UBFD1",54178360,52822272,56071796,40445044,49492824,39383204,93759760,124699432,113035040,37431848,50707640,71542168,42155164,38325968,32379032,34795152,67434088,67591816,55360604,46285448,52905232,68320160,81141400,74605984,46864048,57059976,51810132
"6646","Q9ULR3","PPM1H",2522619.75,2244927,2624522.25,2436223.75,3244370.75,2401973.25,3402723,5698819.5,5487183.5,1831313.125,1904433.375,2958790.75,2526188.5,1724200,1657707.5,2404534.25,2798294.75,2860049.75,3430692.5,2109538.5,3109645,2872348.75,2467393.25,2264649.25,3058125,2251674.5,2119628.75
"6647","Q53GT1","KLHL22",4551315.5,4190171.25,3484142.5,6011005,NA,3840970,NA,NA,3900201.5,3948046.5,3450163.25,3979263.5,5766204,3900220.75,4535229,3801954.75,4077773.75,4400788.5,3693879.5,3477575.5,3527482.25,4035760,4054573.5,4086666,3527476.25,3648415.25,3906044.5
"6648","Q9UGH3","SLC23A2",11249860,8031780,8938331,11869470,NA,11700767,NA,NA,NA,6344824,NA,NA,8121876,6736696.5,8905475,NA,7075922.5,7824186,8361793.5,6200215.5,5774276,7299435,NA,NA,NA,9416120,5221184.5
"6649","Q5VUG0","SFMBT2",406754.2813,572969.0625,571344.625,656105.375,NA,816982.875,NA,NA,NA,NA,1069416.625,1015922,1111323.375,1087607.125,1654267.125,NA,980721.3125,775778.3125,877508.125,755454.6875,709905,760436.375,NA,1048302.375,1013518.313,888792.25,881846.6875
"6650","Q9NVV9","THAP1",280980.6875,NA,656291.5625,NA,1095308.5,143708.5938,925239.3125,1882189.375,1432080.375,862055.8125,534663.625,1170072.875,888769.375,490461.4375,566944.1875,1643010.125,433309.1563,1240801.375,1074680.625,940022,1274468.625,640395.1875,1587756,1254797.75,1409215,967662.3125,966750.0625
"6651","P62750","RPL23A",808245248,873721216,942810048,924112000,7242607104,891050432,3451228416,1822004480,5092922368,1048144512,1651976960,963574528,2512193280,1435919488,1452118912,1248209408,1658363648,1144298112,693001920,538477952,878776192,920646592,1229541504,801094976,865810304,1067135872,800664832
"6652","P03915","MT-ND5",1074080.875,926773.875,1022625.688,1023708.313,NA,665805,NA,NA,859276.5625,949632.3125,1041697.5,766306.5625,1072415.125,1280144.25,1735310.875,542372.5625,1095405.25,666141.6875,1294294.5,1179818.875,1088805.5,1098349.75,1034999.5,970019.375,1581441.875,1092925.375,1181316.125
"6653","P05546","SERPIND1",16120916,9096235,10834539,16574473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6654","Q9UKV5","AMFR",2443830.25,2580896,2477187.5,2884047,NA,2695014,1429172.5,NA,2423825.25,4589450,4544247.5,3751242.5,3657792.5,3996024.75,4174541.25,3538380,4691827.5,3858942,7667759,6318449.5,6569870.5,6647119,6202890,7132425,7547884,8563634,7085584.5
"6655","Q8N9N2","ASCC1",3221136,2730471.25,3359601,2349410.25,NA,2965180,2407997.75,NA,2633024.25,2160783,2937296.5,1775836.5,NA,1880576.5,2186708.75,2142756.75,1444181,1543644.5,1213440.625,2029762.625,1919414,1647273.75,NA,1517773.625,1927558.375,2510716,1702118.5
"6656","Q9UPY8","MAPRE3",11187075,10456111,11324500,7357096.5,5805580,7632029.5,13119088,8486626,10511802,16425458,12120955,14059337,10397650,11102347,10428848,16151049,13674740,11821069,11162740,9906140,12080627,14461709,15027918,14932606,8136557,11685664,11505599
"6657","P40424","PBX1",4636139,4273802,5191662,5740517,8489648,6142901,7435744.5,9844420,8752885,5233020.5,6268228.5,6635238.5,8985392,5679222.5,8084612.5,7736215,6794191,7638323,6527303.5,5446340,6712754,4498610,5244189.5,4065493.5,6486969.5,8702241,5598839.5
"6658","P40425","PBX2",19471308,19450422,21894704,25671232,32193508,21926700,33206394,36533896,36729120,14470353,23090992,27148672,31646510,27233064,25019238,18567782,29142524,29035600,22113458,18066932,24171766,20962382,23187836,21980302,26333696,29915866,24752656
"6659","P40426","PBX3",8296382,6010324.5,6419071,8387382,11008822,6042036.5,9771819,10158416,9619758,4801511,5787292.5,6817516,7063237,6630583.5,6959155.5,5963260.5,7139767.5,6802296,5082324,4899204.5,5925314,4887658,6462363,4814646,6023177,5740283,5060287.5
"6660","Q13572","ITPK1",10493459,11025256,11000700,11030278,NA,12658346,7240558.5,NA,6010891,14603704,16347137,12105284,10845632,12082682,12819562,15775338,12120913,11620222,10245649,11337000,8648995,11512648,9657370,11417990,8153338,11390310,10582343
"6661","O15360","FANCA",385007.6875,398053.0313,424391.8438,480734.125,NA,478043.4063,NA,NA,NA,676956.4375,525467.875,546599.375,675393.4375,474525.7813,592137.6875,618099.4375,404773.25,363928,550698.125,787018.9375,387366.7813,333204.3438,254831.4219,534047.625,541226.1875,547529.1875,475383.625
"6662","P07947","YES1",2911542.5,2972062.25,2621868.75,3311198.5,1901330.5,3304580,1638220.125,NA,2155269.5,885170.125,1946631.25,1762697.25,1987858.75,2099958.75,2999347.25,1215963.25,1618282.625,2061781.5,1786345.25,1895647.75,1693143.75,1636985.25,1412065,1859348.625,1694317.375,2142596.25,1855428.375
"6663","Q08334","IL10RB",7465746,5235057,5910987.5,7986199.5,6669445,6471429.5,6526910,5747948,6628003.5,2500663.75,2122128.5,1970901,2907512.5,1396873,2103131,1264967.5,2830431.75,3017895.25,1806284.5,2283521.75,2425498.75,3089601.5,2896406.75,2337700,2929740.5,2584331,2439137
"6664","Q8IX21","SLF2",2832224.5,3780427.25,3812179,3590635.75,7491246,3732147.5,4667165,8227334,6210119.5,7022354,5441996.5,7033919,6273705,5064204.5,6520112.5,7269853.5,7558974,6533923.5,8451585,7514600,11665067,7988774.5,10232156,8607864,9127510,9100667,9187156
"6665","Q15818","NPTX1",1327827.375,968484.3125,1381625.875,1629301.25,5447992.5,1551555.25,2693812,5047232.5,3115810.75,733397.625,916437.1875,1253287.375,1933257.5,921932.25,1181535.375,1395566.625,1474511.75,1502260.25,1512446.5,1106020.625,2263998.25,1637924.75,1782858.875,1107322.625,2257052.5,2182719.5,1428629.625
"6666","P37108","SRP14",615025024,689433024,820963648,690670720,4097593856,819314624,2016183040,3497638144,2877835776,854335936,710626624,1002861952,855781312,674677440,667757056,938400640,1081466368,861616256,980110464,942201600,1201189632,995135616,1706006016,1260597376,981756160,1189000448,1060602240
"6667","Q9HC77","CENPJ",2192218.5,2245041.5,2475221.25,2436511.75,3971271.75,1921177.375,3187161.25,3089513,3226744.5,3875864.25,3164215.25,3688191,1810325.75,2123472.25,1909644,4495780,4066519.5,3431068.75,3248945.25,3187054.5,4419439,3996022.75,6268355.5,4729970.5,3890519.25,3392547.75,3832448
"6668","Q6IC98","GRAMD4",NA,NA,NA,325639.0313,NA,199921.2031,NA,NA,NA,NA,NA,NA,NA,NA,285461.3438,NA,NA,NA,241543.0625,NA,NA,NA,NA,NA,NA,NA,NA
"6669","Q5TBB1","RNASEH2B",14619917,15129459,17393632,14925101,26184882,17868212,19248722,18827758,20830850,17069446,17947022,17261256,16349388,18488136,17629902,17839022,18920074,16046035,13727637,15034270,18871424,19305520,23383286,21542180,16974148,15777114,18774444
"6670","Q9UMX0","UBQLN1",5907829.5,6432299.5,5802283,4543054,15246123,5640986.5,14279951,20438440,19326456,4393049.5,NA,4249898,NA,3758022.25,2556924.25,1912094.375,6735484.5,3093301.75,NA,3712451.75,8469894,NA,12312819,8081701.5,4127196.25,6431282.5,6946601.5
"6671","P13929","ENO3",1810646.625,NA,0,0,11912237,NA,9862950,14990033,10281760,NA,1099142.125,NA,984126.8125,1089273,NA,1009247.625,1833429.375,1263073.625,1367357.375,NA,1604693,1595081.375,2077498.125,1444824.25,1643585.5,NA,NA
"6672","Q6S5L8","SHC4",NA,NA,47837.3125,NA,NA,NA,NA,NA,NA,119698.9766,NA,NA,194049.9063,102844.0078,79974.03125,153672.9688,NA,NA,NA,NA,196068.6875,NA,NA,108610.8125,258357.6406,NA,NA
"6673","P27986","PIK3R1",3006218.75,2629973.75,2616580,3067111.75,888432.875,2125295,1751694.375,2441369,2797429,3861565.5,2726648,3071539.5,2136876.5,2094167,2520363.5,3798171.25,2692467.75,2494368,2267731.25,2683605.75,2796344,2462287,3475243.25,2570461.75,3240254.75,3379775.5,2705530.5
"6674","Q8IWT0","ZBTB8OS",3788575.5,4770988.5,4233407,3974010.5,2011943.375,2995541.75,5512851,7173698,7123032.5,6229278.5,4722558,4564333,4176213.75,2877479.25,3112122.5,5220875,5084197.5,4824730,5095173.5,6131006,4934276.5,4515622,5956400.5,5018268,6722077,4972070,4598693
"6675","P07225","PROS1",3887162.5,2183678.5,4186685.25,11281881,33889752,6787096,5190823,8498770,4175498.75,NA,NA,NA,328182.1875,478390.3125,388472.125,NA,344344.1563,NA,517318,511068.75,449421.6875,425922.5938,437206.625,378481.125,342032.8125,555170.625,347514.9375
"6676","P09936","UCHL1",95717248,116360168,100587096,65110680,66062588,101240704,100841600,77384392,126782664,139844192,123306464,160496880,132716680,99363192,106413808,125992344,134421120,132961272,137319248,148390304,135806832,124637664,151778336,140282784,128377032,161977360,129432632
