name,ID,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
RAB2B,Q8WUD1,0.17520048129135604,0.2947490658108018,0.0038800254536357492,0.9607322677662249,0.483,0.695,0.552,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,-0.217,-0.166,-0.506,0.00771,-0.0615,0.278,-0.299,0.216,-0.279,0.421,-0.228,0.243,-0.291
RAB31,Q13636,0.10994720545586864,0.07208425176726178,0.379510423917219,0.6477157375328801,0.393,0.399,0.882,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,0.673,0.765,0.362,0.187,-1.03,-0.629,-0.549,0.211,-0.358,0.866,-0.267,2.12,-0.362
RAB32,Q13637,0.9063747891682454,0.9246291227063597,0.6847843918539924,0.17904150709959893,0.849,0.858,0.905,0.689,FALSE,FALSE,FALSE,FALSE,FALSE,0.0248,0.02,-0.0858,-0.29,-0.322,-0.216,-0.0821,0.15,-0.297,0.353,-0.302,1.09,-0.372
RAB33B,Q9H082,0.5150745021173166,0.5649735196477954,0.6002317456317199,0.56248225165663,0.751,0.799,0.9,0.866,FALSE,FALSE,FALSE,FALSE,FALSE,0.228,0.202,-0.183,-0.203,-0.377,0.00816,-0.107,-0.0874,-0.149,0.69,-0.175,0.507,-0.31
RAB34,Q9BZG1,0.9937851218163416,0.029907248815775653,0.026193623759791583,0.36552898063084704,0.861,0.277,0.73,0.813,FALSE,FALSE,FALSE,FALSE,FALSE,0.00133,-0.394,-0.404,0.156,0.155,0.166,-0.0503,-0.267,0.156,-0.189,-0.239,0.162,0.106
RAB35,Q15286,0.3363932156737791,0.3109213727340666,0.7690723158948793,0.7667292810992721,0.651,0.704,0.909,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,0.346,0.365,0.104,0.106,-0.525,-0.265,-0.243,-0.245,-0.179,0.403,-0.16,1.35,-0.137
RAB39A,Q14964,0.8434131376351099,0.8529723223722083,0.6945830553356305,0.10288366140892703,0.838,0.85,0.905,0.562,FALSE,FALSE,FALSE,FALSE,FALSE,-0.115,0.108,-0.229,-0.983,-0.11,0.227,-0.428,1.16,-0.225,1.06,-0.00178,-0.271,-1.41
RAB39B,Q96DA2,0.9257898552873146,0.89664178050817,0.8459215266059432,0.697835612100755,0.852,0.855,0.913,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,0.0712,0.0993,0.149,0.297,0.0897,0.0404,-0.0856,0.558,0.161,-0.767,0.189,-0.397,0.212
RAB3A,P20336,0.08838673584293431,0.15126597138442022,0.9428085860543025,0.7496089240011687,0.354,0.559,0.917,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,0.757,0.63,-0.0307,-0.137,-0.648,0.0131,-0.112,-0.429,0.109,0.361,-0.0176,0.972,-0.249
RAB3B,P20337,0.6777552879003472,0.24457545202532488,0.43587578945748595,0.7610400254361496,0.804,0.659,0.887,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,0.0758,0.216,-0.143,-0.0554,0.123,0.482,0.0846,-0.297,0.199,-0.388,0.339,-0.571,0.0291
RAB3D,O95716,0.58744976671319,0.3888692648339772,0.9731312567355038,0.9348397208331685,0.778,0.743,0.918,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,0.292,0.466,0.0181,0.0438,-0.625,-0.176,-0.162,-0.387,-0.333,0.572,-0.158,1.39,-0.118
RAB3GAP1,Q15042,0.2562191977568562,0.7274418703542671,0.7992877858857396,0.3513434613777847,0.576,0.831,0.911,0.807,FALSE,FALSE,FALSE,FALSE,FALSE,-0.212,-0.064,0.0467,-0.173,0.0519,-0.0588,0.0333,0.331,-0.16,0.0496,-0.0121,-0.0959,-0.14
RAB3GAP2,Q9H2M9,0.3988329833183808,0.38578062220816267,0.6883132606320093,0.6032286810584104,0.694,0.741,0.905,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,-0.283,-0.291,-0.134,-0.173,0.341,0.183,0.187,0.321,0.0575,-0.131,0.0494,-1.02,0.0132
RAB3IL1,Q8TBN0,0.2127772302208026,0.46142241257110805,0.915206312913333,0.06865488720965443,0.521,0.769,0.916,0.462,FALSE,FALSE,FALSE,FALSE,FALSE,-0.445,-0.26,0.0373,0.666,0.207,-0.0896,-0.393,0.428,-0.238,-0.299,-0.0524,0.162,0.273
RAB3IP,Q96QF0,0.7913991861184403,0.20136351254977597,0.002612984958333185,0.3206215686416798,0.829,0.62,0.508,0.794,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0603,0.297,0.774,-0.229,-0.036,-0.513,0.11,0.377,-0.0963,-0.323,0.261,0.338,-0.119
RAB43,Q86YS6,0.6615535048727645,0.47368465365115664,0.14949837887138312,0.24366816963096982,0.799,0.773,0.839,0.748,FALSE,FALSE,FALSE,FALSE,FALSE,0.538,-0.884,-1.82,1.45,-0.465,0.466,-1.64,0.294,0.073,0.967,-1.35,1.85,-0.189
RAB4A,P20338,0.393440685041197,0.37982330313249135,0.8335750310469955,0.8661203544978868,0.69,0.739,0.912,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.353,0.363,0.0861,-0.0691,-0.713,-0.436,-0.178,-0.179,-0.361,0.491,-0.35,1.97,-0.247
RAB4B,P61018,0.7731066578912968,0.9712193373508667,0.5776055343369542,0.9625115543766819,0.825,0.863,0.898,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,-0.102,-0.0128,-0.198,-0.0167,-0.305,-0.12,-0.195,-0.133,-0.408,0.274,-0.318,1.42,-0.212
RAB5A,P20339,0.21073147258775174,0.2705870850168299,0.5363317240904433,0.6955715542123952,0.518,0.679,0.896,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,0.425,0.373,-0.207,-0.131,-0.593,-0.013,-0.211,-0.269,-0.167,0.473,-0.22,1.34,-0.342
RAB5B,P61020,0.7065910428350692,0.8736691217180574,0.415220466935032,0.9402056874853704,0.811,0.852,0.885,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,0.158,0.0665,-0.344,-0.0314,-0.549,-0.139,-0.268,-0.251,-0.391,0.67,-0.482,1.71,-0.3
RAB5C,P51148,0.4353217816475031,0.5760924658770885,0.42199944198289907,0.8294706119874657,0.714,0.801,0.886,0.903,FALSE,FALSE,FALSE,FALSE,FALSE,0.372,0.265,-0.383,-0.102,-0.749,-0.1,-0.346,-0.233,-0.377,0.871,-0.483,1.87,-0.447
RAB6A,P20340,0.202858167436206,0.25539529766603886,0.5660677857997654,0.8740502983184463,0.51,0.668,0.898,0.907,FALSE,FALSE,FALSE,FALSE,FALSE,0.519,0.462,-0.23,0.0633,-0.86,-0.168,-0.448,0.0751,-0.341,0.769,-0.398,1.76,-0.385
RAB6B,Q9NRW1,0.21107598502879513,0.269407486066665,0.80587995565069,0.9861289622673957,0.519,0.678,0.911,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,0.474,0.417,-0.0914,0.00646,-0.739,-0.23,-0.33,-0.0642,-0.265,0.628,-0.322,1.65,-0.323
RAB7A,P51149,0.37650581394621907,0.2519671253065054,0.5168953805454932,0.91291540012335,0.679,0.665,0.894,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,0.443,0.578,0.323,0.0543,-1.04,-0.781,-0.366,1.46e-4,-0.592,1.12,-0.457,2.43,-0.312
RAB8A,P61006,0.35634082933901756,0.21997396288179696,0.5138546434431863,0.9014373503101593,0.666,0.638,0.894,0.909,FALSE,FALSE,FALSE,FALSE,FALSE,0.377,0.506,0.265,0.0501,-0.759,-0.518,-0.271,-0.175,-0.381,0.761,-0.253,1.82,-0.221
RAB8B,Q92930,0.41064233544934836,0.49248165817814626,0.3997832184299318,0.7915868397224599,0.701,0.779,0.884,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,-0.235,-0.196,-0.241,0.0749,-0.262,-0.217,-0.419,0.107,-0.497,1.13,-0.458,0.964,-0.345
RAB9A,P51151,0.6838576952354596,0.7259158468508521,0.6793691816630262,0.8049603565807055,0.805,0.831,0.905,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,0.0866,0.0745,-0.0879,0.0524,-0.376,-0.214,-0.347,0.194,-0.29,0.421,-0.302,1.21,-0.295
RAB9B,Q9NP90,0.25464731651557754,0.156863771136194,0.5711240623877682,0.9552392369411156,0.574,0.567,0.898,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,0.234,0.294,-0.115,-0.0114,-0.573,-0.164,-0.25,0.145,-0.339,0.582,-0.279,1.14,-0.262
RABAC1,Q9UI14,0.577300110194291,0.08497779642031474,0.07361543647102355,0.6649883798289603,0.774,0.429,0.8,0.883,FALSE,FALSE,FALSE,FALSE,FALSE,-0.843,2.7,2.81,-0.654,-2.02,-2.14,-2.14,6.45,-2.87,6.76,0.674,-1.91,-2.8
RABEP1,Q15276,0.044957083693308315,0.05808537232423163,0.028774355828266294,0.8124694634543235,0.247,0.366,0.737,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,0.623,0.586,0.687,-0.07,-0.22,-0.321,0.0858,-0.149,0.404,-0.543,0.366,0.361,0.0158
RABEP2,Q9H5N1,0.008529396156201317,0.02702619838004709,0.1833489113949407,0.8203887938052276,0.0734,0.264,0.85,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,1.08,0.885,0.511,-0.0852,-0.737,-0.363,0.146,-0.183,0.345,0.232,0.148,0.351,0.0603
RABEPK,Q7Z6M1,0.49755235158506683,0.9979500952019597,0.01853315703056831,0.5098142276167805,0.744,0.866,0.702,0.856,FALSE,FALSE,FALSE,FALSE,FALSE,-0.157,5.89e-4,0.581,-0.152,0.0163,-0.564,0.0645,-0.0822,-0.14,-0.0158,0.0169,0.792,-0.0875
RABGAP1,Q9Y3P9,0.12531378274895047,0.5142895663547808,0.18600996910203513,0.07863539664818486,0.419,0.785,0.85,0.494,FALSE,FALSE,FALSE,FALSE,FALSE,-0.424,-0.176,0.363,-0.491,0.322,-0.217,0.284,0.174,-0.102,-0.513,0.146,0.113,-0.207
RABGAP1L,Q5R372,0.5932588815276155,0.8021609600691602,0.06350355808964284,0.19094935091212795,0.779,0.843,0.791,0.702,FALSE,FALSE,FALSE,FALSE,FALSE,-0.219,0.102,0.792,-0.546,0.666,-0.0245,0.777,0.423,0.447,-0.568,0.768,-2.72,0.231
RABGEF1,Q9UJ41,0.6871512272246743,0.0074052445791499616,0.004101384111395198,0.7426191164357804,0.806,0.146,0.558,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,0.0871,0.636,0.691,0.0709,-0.237,-0.293,-0.0601,-0.017,-0.15,0.142,0.398,0.206,0.0109
RABGGTA,Q92696,0.6131681900657262,0.28133372173457255,0.6012782118133049,0.636821561841763,0.786,0.686,0.9,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.295,-0.636,0.305,-0.275,0.323,-0.617,0.486,0.52,0.0286,0.0632,-0.312,-0.701,0.21
RABGGTB,P53611,0.7625682090402837,0.6639013630272678,0.6318857437698151,0.9557833774053658,0.823,0.82,0.902,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,-0.252,-0.363,0.401,-0.0463,0.603,-0.162,0.625,0.182,0.35,-1.47,0.239,-0.944,0.578
RABIF,P47224,0.883685619230119,0.43708980308165,2.1888352482474902e-4,0.7299323189589371,0.845,0.761,0.279,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,0.0455,0.244,1.38,-0.107,-0.255,-1.4,-0.0954,-0.00288,-0.21,0.411,-0.012,1.76,-0.203
RABL3,Q5HYI8,0.5587288331091278,0.44922356065787106,0.14135535126363072,0.08107470444282344,0.768,0.765,0.837,0.501,FALSE,FALSE,FALSE,FALSE,FALSE,0.118,0.154,-0.305,0.366,-0.175,0.283,-0.351,0.0764,-0.0566,0.152,-0.0214,0.0782,0.0145
RABL6,Q3YEC7,0.5053175769833116,0.0989084859747885,0.007207510074410493,0.9159426372050221,0.747,0.463,0.616,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,0.205,0.523,0.905,0.0323,-0.266,-0.647,-0.0497,-0.204,-0.0607,-0.0409,0.257,1.03,-0.0174
RAC1,P63000,0.6960096049647155,0.9606321552737259,0.43469311454007653,0.29176139084256303,0.808,0.862,0.887,0.779,FALSE,FALSE,FALSE,FALSE,FALSE,0.146,0.0184,0.293,-0.399,-0.311,-0.586,0.26,-0.153,-0.165,-0.116,-0.292,1.5,-0.139
RAC3,P60763,0.5759562419559876,0.8167079277719949,0.684774219131338,0.9767231763383681,0.774,0.845,0.905,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,0.292,0.121,0.212,0.0152,-0.535,-0.626,-0.0205,-0.402,-0.243,0.601,-0.414,1.64,-0.00531
RACGAP1,Q9H0H5,0.06564758603117837,0.002463673661792567,0.14392440203724793,0.035492664641561325,0.304,0.0814,0.838,0.346,FALSE,FALSE,FALSE,FALSE,FALSE,0.323,0.574,0.252,0.373,-0.606,-0.284,-0.309,0.215,-0.284,0.623,-0.0327,0.614,0.0648
RACK1,P63244,0.6442409856352813,0.6649100049185748,0.6316465223847877,0.8857188730386818,0.795,0.82,0.902,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,0.265,0.248,0.275,0.0822,-0.6,-0.626,-0.218,-0.293,-0.335,0.431,-0.351,2.13,-0.136
RAD1,O60671,0.5241525866953892,0.6609091822103523,0.7230149754081919,0.37068781974036524,0.755,0.819,0.907,0.815,FALSE,FALSE,FALSE,FALSE,FALSE,-0.151,0.104,0.0838,-0.213,0.0192,0.0392,0.152,0.218,-0.132,-0.173,0.123,-0.185,-0.0614
RAD17,O75943,0.9415454172143157,0.9719827893241466,0.5670532942446276,0.8497129171089846,0.854,0.863,0.898,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,-0.066,0.0316,-0.517,0.17,0.165,0.713,0.0786,0.0464,0.0986,0.396,0.196,-1.94,0.249
RAD18,Q9NS91,0.011405237095396724,2.3510571656534888e-4,0.006928976565519212,0.001921152504461783,0.0937,0.0186,0.612,0.0607,FALSE,FALSE,FALSE,FALSE,FALSE,0.357,0.574,0.386,0.458,-0.31,-0.122,-0.202,-0.279,0.0472,0.229,0.264,0.118,0.256
RAD21,O60216,0.2680069612224182,0.7446277691138012,0.022478039699074217,0.3195549189935747,0.589,0.834,0.718,0.793,FALSE,FALSE,FALSE,FALSE,FALSE,0.26,0.0753,-0.565,0.233,-0.0353,0.605,0.0202,-0.626,0.225,-0.229,0.04,-0.253,0.253
RAD23A,P54725,0.2253047277707057,0.034114381066396464,0.0016251115697357914,0.184651159434035,0.538,0.293,0.454,0.695,FALSE,FALSE,FALSE,FALSE,FALSE,0.261,0.474,0.759,-0.286,-0.193,-0.478,0.0731,-0.136,0.0679,-0.174,0.281,0.772,-0.213
RAD23B,P54727,0.5417093368352366,0.25746205035944114,0.12626840920742444,0.6580417635315464,0.762,0.669,0.831,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,0.273,0.513,0.702,-0.198,-0.277,-0.466,0.211,-0.0852,-0.00431,-0.196,0.235,0.569,0.0135
RAD50,Q92878,0.19167849459435177,0.40630480329541974,0.7565099528583821,0.551162637122802,0.5,0.75,0.909,0.864,FALSE,FALSE,FALSE,FALSE,FALSE,-0.334,-0.21,-0.0778,-0.15,0.257,0.125,0.177,0.202,-0.0771,-0.266,0.0474,-0.494,0.0275
RAD51,Q06609,0.6982203689312194,0.9181912322720709,0.6759305542137499,0.6525854410342551,0.809,0.858,0.904,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0789,0.0209,0.085,-0.0916,-0.104,-0.168,-0.109,0.182,-0.183,0.0373,-0.0834,0.629,-0.2
RAD51AP1,Q96B01,0.09698476169364163,0.011345245181076576,1.633156815442989e-4,0.7977983957727957,0.368,0.175,0.255,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.657,1.05,1.75,0.0979,-0.1,-0.796,0.312,-0.999,0.557,-0.915,0.952,0.58,0.41
RAD51C,O43502,0.31491420462209724,0.4830008345489296,0.3612539327022959,0.25311556132079766,0.633,0.776,0.88,0.755,FALSE,FALSE,FALSE,FALSE,FALSE,-0.381,-0.264,-0.345,-0.435,0.214,0.295,0.144,0.315,-0.167,0.128,-0.0504,-0.587,-0.291
RAD54B,Q9Y620,0.5530076319228274,0.4589688864143471,0.9729967121478763,0.7035550671809088,0.766,0.769,0.918,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,0.305,0.382,0.0173,0.195,0.183,0.547,0.543,-0.934,0.488,-0.136,0.565,-1.99,0.738
RAD54L2,Q9Y4B4,0.33201524505147084,0.5976696217663666,0.004418027932585852,0.6896671877698264,0.647,0.806,0.566,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,-0.181,-0.0974,-0.583,-0.0736,-0.023,0.463,-0.13,-0.0481,-0.204,0.541,-0.12,-0.275,-0.204
RAD9A,Q99638,0.025565440811098798,0.1193506162025805,0.004494169241451957,0.03959860316603045,0.169,0.506,0.567,0.362,FALSE,FALSE,FALSE,FALSE,FALSE,-0.423,-0.285,-0.561,-0.386,0.0646,0.341,0.0952,-0.00655,-0.358,0.0465,-0.221,0.329,-0.291
RADX,Q6NSI4,0.1403982636588453,0.0570749615377388,0.03574770734290368,0.05241303344680156,0.441,0.364,0.753,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,0.409,0.538,0.601,0.55,-0.129,-0.192,-0.118,0.0704,0.28,-0.397,0.409,-0.354,0.432
RAE1,P78406,0.11904198990624217,0.23428260834375517,0.7485282170990737,0.2455585776611603,0.409,0.651,0.908,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,0.517,0.389,-0.103,0.38,-0.676,-0.184,-0.378,6.03e-4,-0.159,0.558,-0.287,1.12,0.00213
RAF1,P04049,0.8801809442985169,0.9516767784579601,0.009446042724740193,0.20535284421296668,0.845,0.861,0.642,0.716,FALSE,FALSE,FALSE,FALSE,FALSE,0.031,0.0125,0.584,-0.266,-0.08,-0.651,0.093,0.155,-0.049,0.435,-0.0676,0.338,-0.173
RAI1,Q7Z5J4,0.36968212589687466,0.33499168782635,0.4123951418146373,0.2913365697982214,0.675,0.717,0.885,0.779,FALSE,FALSE,FALSE,FALSE,FALSE,0.334,0.359,0.304,0.394,0.0381,0.093,0.166,-1.18,0.372,-0.16,0.397,-0.29,0.56
RAI14,Q9P0K7,0.3844452481621937,0.005700343779784994,4.37560906623779e-4,0.24998805114845896,0.685,0.13,0.338,0.753,FALSE,FALSE,FALSE,FALSE,FALSE,0.161,0.561,0.762,0.214,-0.0183,-0.22,0.218,-0.398,0.143,-0.542,0.542,-0.158,0.433
RALA,P11233,0.2730968662410944,0.13590041060779906,0.6845427427769295,0.5222751970278525,0.594,0.535,0.905,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,0.622,0.858,0.228,0.36,-0.908,-0.278,-0.537,-0.516,-0.286,0.974,-0.05,1.78,-0.177
RALB,P11234,0.40255794543360723,0.2139497978796476,0.7202013808502545,0.6100234762263983,0.696,0.633,0.907,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,0.495,0.743,0.21,0.3,-0.857,-0.324,-0.427,-0.554,-0.362,0.877,-0.114,1.89,-0.127
RALBP1,Q15311,0.8037832648810951,0.21459348716741597,0.002528373744017724,0.9355968652944822,0.831,0.633,0.505,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,0.0872,0.444,1.2,-0.0284,0.306,-0.447,0.379,-0.134,0.393,-1.44,0.75,-0.155,0.35
RALGAPA1,Q6GYQ0,0.9819236439897039,0.9968290553952008,0.7768349584231098,0.861830985287575,0.859,0.866,0.91,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.018,-0.00315,0.225,0.138,0.441,0.213,0.412,0.218,0.459,-0.668,0.438,-2.06,0.55
RALGAPA2,Q2PPJ7,0.70273355158987,0.028859572526880706,0.13139149498597383,0.3575956444352253,0.81,0.272,0.833,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,-0.222,-1.35,-0.903,-0.54,0.524,0.0748,0.359,-0.046,0.302,0.0398,-0.828,-0.245,-0.181
RALGAPB,Q86X10,0.7556393394455738,0.7095602645655736,0.18192699973377438,0.6534280267099608,0.822,0.828,0.849,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,-0.069,0.0827,0.303,0.0997,0.161,-0.0595,-0.00356,-0.0551,0.0915,0.18,0.243,-0.653,0.0962
RALGPS2,Q86X27,0.821012057297235,0.9501451696315104,0.8171421114924109,0.8483190618353579,0.834,0.861,0.911,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,-0.318,-0.0879,0.325,-0.269,0.722,0.309,0.574,0.888,0.404,-2.22,0.634,-1.62,0.304
RALY,Q9UKM9,0.45363425170408367,0.9453604249592971,0.011936373198241194,0.243925687872101,0.724,0.861,0.664,0.748,FALSE,FALSE,FALSE,FALSE,FALSE,0.194,0.0176,-0.701,0.304,-0.148,0.57,-0.242,-0.393,0.045,0.0965,-0.131,0.141,0.0621
RAMAC,Q9BTL3,0.20891861451173174,0.06744595170581538,0.021323857374566706,0.08686503406060264,0.516,0.389,0.713,0.519,FALSE,FALSE,FALSE,FALSE,FALSE,0.966,1.44,1.86,1.34,0.169,-0.252,-0.0515,-2.93,1.13,-0.523,1.61,-0.44,1.29
RAN,P62826,0.7444204180821494,0.5815413935787823,0.452829582963434,0.9490193835046892,0.819,0.803,0.889,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,0.171,0.29,0.396,0.0335,-0.669,-0.776,-0.218,-0.0121,-0.499,0.599,-0.38,2.14,-0.185
RANBP1,P43487,0.20796714738631855,0.09038730608639087,0.005812559386279626,0.43597916845465123,0.515,0.443,0.594,0.837,FALSE,FALSE,FALSE,FALSE,FALSE,0.571,0.781,1.36,0.349,-0.64,-1.21,-0.119,0.0295,-0.0692,0.13,0.141,1.51,0.23
RANBP10,Q6VN20,0.6574976609567965,0.46669693232451037,0.29229036177153134,0.13302983131599772,0.798,0.771,0.871,0.623,FALSE,FALSE,FALSE,FALSE,FALSE,-0.103,-0.17,-0.247,-0.358,-0.00679,0.0709,-0.0481,0.576,-0.11,0.0307,-0.176,0.0694,-0.406
RANBP2,P49792,0.012725909166819312,0.005786020615256712,0.4933163050171363,6.601207282617338e-4,0.101,0.131,0.892,0.0243,FALSE,FALSE,FALSE,FALSE,FALSE,0.443,0.5,0.113,0.652,-0.226,0.161,-0.149,-0.371,0.216,-0.00834,0.273,-0.398,0.503
RANBP3,Q9H6Z4,0.8059070012267209,0.4267560733234512,0.9976141898262579,0.21914284619956928,0.832,0.757,0.919,0.729,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0506,0.165,6.15e-4,-0.258,-0.158,0.0065,-0.00533,-0.0224,-0.208,-0.171,0.00711,0.815,-0.263
RANBP6,O60518,0.7383027740263454,0.2991283172132224,0.242323921472914,0.9793394563138713,0.818,0.697,0.863,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,-0.275,-0.866,-0.979,0.0213,0.433,0.546,0.35,0.0883,0.158,-1.32,-0.433,-0.199,0.372
RANBP9,Q96S59,0.08131031416318467,0.11432766470971872,0.7888995075279842,0.029943141623927055,0.341,0.496,0.91,0.323,FALSE,FALSE,FALSE,FALSE,FALSE,-0.3,-0.27,0.0443,-0.382,0.251,-0.0637,0.21,0.22,-0.0495,-0.244,-0.0193,-0.131,-0.172
RANGAP1,P46060,0.4265252122434252,0.48204995865220246,0.6263568339726593,0.28108531173594903,0.71,0.776,0.901,0.773,FALSE,FALSE,FALSE,FALSE,FALSE,-0.174,-0.154,0.106,-0.238,0.189,-0.0714,0.0873,0.341,0.0144,-0.128,0.0348,-0.317,-0.151
RANGRF,Q9HD47,0.9763989542142789,0.25257767565865286,0.963774348585893,0.79911693600785,0.859,0.665,0.917,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,0.0332,-1.3,0.0509,-0.286,0.529,-0.826,0.878,-0.405,0.562,-0.383,-0.775,-0.172,0.593
RAP1A,P62834,0.24979856519337218,0.16843111330291,0.4936157898958069,0.5637180143648104,0.568,0.582,0.892,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,0.652,0.786,0.384,0.323,-0.909,-0.506,-0.374,-0.487,-0.257,0.812,-0.123,1.9,-0.0515
RAP1B,P61224,0.2394952265204056,0.13971250088819492,0.4161554350426012,0.36665199125742043,0.556,0.541,0.886,0.814,FALSE,FALSE,FALSE,FALSE,FALSE,0.697,0.884,0.477,0.531,-1.01,-0.605,-0.518,-0.315,-0.315,0.724,-0.127,2.15,0.0128
RAP1BL,A6NIZ1,0.22378703193152621,0.4806610954128929,0.13478334020836752,0.4921865946045123,0.536,0.776,0.834,0.851,FALSE,FALSE,FALSE,FALSE,FALSE,1.48,-0.847,-1.84,0.825,-1.52,-0.524,-1.6,-0.309,-0.0344,2.87,-2.36,4.24,-0.773
RAP1GDS1,P52306,0.5982644733340302,0.2731804496520481,0.23827469958509573,0.27143359445942267,0.781,0.68,0.862,0.767,FALSE,FALSE,FALSE,FALSE,FALSE,-0.164,-0.345,0.372,-0.346,0.369,-0.348,0.37,0.119,0.205,-0.471,0.0238,-0.291,0.0238
RAP2A,P10114,0.2643699051613705,0.3517470927462385,0.9593029859538922,0.2548091930887844,0.585,0.726,0.917,0.756,FALSE,FALSE,FALSE,FALSE,FALSE,0.425,0.352,0.0191,0.433,-0.839,-0.506,-0.595,0.0934,-0.415,0.739,-0.487,2.17,-0.162
RAP2B,P61225,0.29446594191699993,0.2911344745030051,0.9403749207895011,0.5031775019377163,0.615,0.692,0.917,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,0.432,0.435,0.0304,0.274,-0.869,-0.464,-0.572,-0.136,-0.437,0.791,-0.434,2.42,-0.299
