name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
POLG,P54098,0.003155334144101376,0.24605424012848498,1.974212206446682e-4,0.502,0.843,1,FALSE,FALSE,FALSE,FALSE,1.56,0.557,2.12,-0.235,0.239,-0.17,-0.00833,0.477,0.548,0.287,-1.57,0.435
POLG2,Q9UHN1,5.06316466368424e-5,0.2421341928540108,3.538441086072057e-6,0.495,0.842,1,FALSE,FALSE,FALSE,FALSE,1.99,0.465,2.45,-0.0238,0.541,-0.501,0.305,0.282,0.77,0.0501,-1.68,0.258
POLGARF,A0A3B3IS91,4.833889939197891e-4,0.002202173451776733,0.5211006431495444,0.5,0.649,1,FALSE,FALSE,FALSE,FALSE,-2.65,2.23,-0.415,-0.209,-0.0527,0.237,-1.96,0.046,0.276,0.613,0.691,0.357
POLK,Q9UBT6,0.10702360791699463,0.17914487143923438,0.7705407140982459,0.579,0.821,1,FALSE,FALSE,FALSE,FALSE,2.81,-2.32,0.493,-1.25,-3.77,1.47,0.668,2.13,-1.65,2.6,-2.15,1.95
POLL,Q9UGP5,0.0025603543592428277,0.8844844453197951,0.003588622534445711,0.502,0.915,1,FALSE,FALSE,FALSE,FALSE,3.2,-0.136,3.06,0.618,0.76,0.463,0.0146,0.441,-0.122,0.505,-3.18,0.5
POLR1A,O95602,0.009124300681137218,0.846620277206268,0.005881523844846589,0.512,0.913,1,FALSE,FALSE,FALSE,FALSE,2.47,0.167,2.64,0.23,0.91,0.107,-0.0282,0.457,0.139,0.154,-2.5,0.528
POLR1B,Q9H9Y6,0.024466797601951227,0.877508502615335,0.017536390976446842,0.53,0.914,1,FALSE,FALSE,FALSE,FALSE,4.14,0.265,4.4,0.347,1.02,0.267,0.132,0.665,0.397,0.476,-4,0.695
POLR1C,O15160,0.05043384384232758,0.003926652916286403,0.251682570699955,0.551,0.662,1,FALSE,FALSE,FALSE,FALSE,-0.223,0.349,0.126,-0.209,0.193,-0.25,0.0819,-0.198,0.431,-0.179,0.305,-0.175
POLR1D,P0DPB6,0.014304126824636216,0.08461912646391645,0.3947003082964885,0.518,0.76,1,FALSE,FALSE,FALSE,FALSE,-0.85,0.575,-0.275,-0.354,-0.326,-0.301,-0.0611,-0.154,0.514,-0.0927,0.789,-0.0155
POLR1E,Q9GZS1,0.14073400568867286,0.00825932997888712,0.1769703260239054,0.591,0.674,1,FALSE,FALSE,FALSE,FALSE,-0.246,0.47,0.224,-0.191,0.402,-0.318,-0.128,-0.0853,0.342,-0.298,0.117,0.16
POLR1F,Q3B726,0.4047320010468355,0.05327973281923611,0.24278484430861938,0.647,0.738,1,FALSE,FALSE,FALSE,FALSE,-0.184,0.444,0.26,-0.185,0.394,-0.197,-0.183,-0.194,0.261,-0.27,0.00129,0.373
POLR1G,O15446,6.666428200929341e-5,0.03918288993117939,0.010685819336237082,0.496,0.728,1,FALSE,FALSE,FALSE,FALSE,-2.07,0.908,-1.16,-0.357,0.0713,-0.00999,-0.787,-0.194,0.121,0.104,1.28,-0.227
POLR2A,P24928,0.2736469870783461,0.015455262938483455,0.0012059024980801197,0.624,0.691,1,FALSE,FALSE,FALSE,FALSE,0.226,0.531,0.757,-0.0368,0.421,-0.129,-0.465,0.336,0.0655,0.138,-0.691,0.362
POLR2B,P30876,0.09896558808948129,0.0502382922499408,0.0010981577906358034,0.576,0.736,1,FALSE,FALSE,FALSE,FALSE,0.346,0.417,0.763,0.00644,0.345,-0.152,-0.296,0.29,0.121,0.101,-0.642,0.226
POLR2C,P19387,1.2674556293052201e-4,0.016312535780250426,0.0466884316271834,0.497,0.693,1,FALSE,FALSE,FALSE,FALSE,-0.91,0.503,-0.407,-0.393,-0.0378,-0.371,-0.139,0.0312,0.364,-0.189,0.771,-0.0367
POLR2D,O15514,1.5313683040815427e-5,0.31386176847477343,1.5953254377617984e-4,0.489,0.859,1,FALSE,FALSE,FALSE,FALSE,-1.19,0.216,-0.972,-0.296,-0.18,0.0213,-0.527,0.331,-0.311,0.157,0.661,0.145
POLR2E,P19388,0.016030236465402744,0.20001439258569442,0.20605888890222512,0.52,0.829,1,FALSE,FALSE,FALSE,FALSE,-0.37,0.186,-0.184,-0.279,0.0933,-0.335,0.0316,-0.134,0.218,0.0334,0.401,-0.0295
POLR2G,P62487,0.4416236871833624,0.3209524528864939,0.81830361558624,0.652,0.861,1,FALSE,FALSE,FALSE,FALSE,-0.145,0.188,0.0429,-0.0515,0.0901,-0.105,-0.191,0.143,-0.0032,-0.0357,-0.0461,0.2
POLR2H,P52434,0.3678042536442099,0.12355050191197424,0.5001070776006056,0.641,0.791,1,FALSE,FALSE,FALSE,FALSE,-0.174,0.304,0.13,-0.181,0.304,-0.234,-0.0627,0.00877,0.241,-0.0828,0.112,-0.105
POLR2I,P36954,0.0820773750833788,0.6731192915081019,0.17593442144339627,0.569,0.902,1,FALSE,FALSE,FALSE,FALSE,-0.813,0.19,-0.623,-0.572,-0.373,-0.592,0.0784,-0.207,0.269,0.202,0.892,0.304
POLR2K,P53803,0.008299917403587756,0.016135103498550657,0.7656187044868574,0.51,0.693,1,FALSE,FALSE,FALSE,FALSE,-0.839,0.752,-0.0865,-0.115,0.125,-0.107,-0.716,0.0458,0.0364,0.385,0.123,0.222
POLR2L,P62875,6.572444396416357e-4,0.0918586049243266,0.03487071748219323,0.5,0.766,1,FALSE,FALSE,FALSE,FALSE,-1.17,0.513,-0.656,-0.247,-0.945,-0.0109,-0.126,-0.0716,0.386,-0.126,1.04,0.099
POLR2M,P0CAP2,9.339294708525373e-5,0.4772441681215249,4.992780119655332e-4,0.497,0.884,1,FALSE,FALSE,FALSE,FALSE,-1.96,0.292,-1.67,-0.211,-1.28,0.329,-0.829,0.224,-0.537,0.751,1.13,0.419
POLR3A,O14802,0.01629568928435525,0.72374006564697,0.007393756462938074,0.52,0.905,1,FALSE,FALSE,FALSE,FALSE,3.27,0.446,3.71,0.399,0.91,0.212,0.246,0.206,0.693,0.17,-3.02,0.186
POLR3B,Q9NW08,0.016256522007505925,0.7933869280729506,0.009077915501237209,0.52,0.91,1,FALSE,FALSE,FALSE,FALSE,2.79,0.282,3.07,0.285,0.878,0.218,0.126,0.235,0.408,0.195,-2.66,0.315
POLR3C,Q9BUI4,0.015204337236053083,0.74924947784125,0.030295952794194714,0.519,0.907,1,FALSE,FALSE,FALSE,FALSE,0.761,-0.0928,0.668,0.157,0.447,0.133,0.159,-0.139,0.0666,-0.0648,-0.602,-0.157
POLR3D,P05423,5.181064115368671e-4,0.2746865358728898,0.006885907951831206,0.5,0.851,1,FALSE,FALSE,FALSE,FALSE,-0.976,0.265,-0.711,-0.19,-0.31,-0.109,-0.416,0.0948,-0.151,0.49,0.561,0.0311
POLR3E,Q9NVU0,0.007120553761983974,0.7908247955574585,0.0038740752133073833,0.508,0.909,1,FALSE,FALSE,FALSE,FALSE,1.85,0.166,2.02,0.271,0.493,0.197,0.187,0.0971,0.353,0.0305,-1.67,0.038
POLR3F,Q9H1D9,0.04683218939801181,0.15800699713942784,0.5213415127113095,0.548,0.811,1,FALSE,FALSE,FALSE,FALSE,-0.279,0.193,-0.0859,-0.124,0.182,-0.0859,-0.0645,-0.236,0.129,0.127,0.214,-0.142
POLR3G,O15318,2.3935520943311027e-4,0.14709534165180116,0.007756958434659759,0.499,0.805,1,FALSE,FALSE,FALSE,FALSE,-1.3,0.439,-0.863,-0.358,-0.306,-0.127,-0.123,-0.175,0.317,0.00734,1.18,-0.414
POLR3H,Q9Y535,5.949936068471313e-4,0.22314200498386733,3.296623014058924e-5,0.5,0.837,1,FALSE,FALSE,FALSE,FALSE,-0.647,-0.199,-0.846,-0.208,-0.106,0.05,0.0441,0.0336,-0.155,-0.214,0.691,-0.136
POLR3K,Q9Y2Y1,5.582581274813641e-4,0.688974086579001,0.0014349158062984234,0.5,0.903,1,FALSE,FALSE,FALSE,FALSE,-2.07,0.204,-1.86,-0.708,-1.5,0.1,-0.365,-0.466,-0.16,0.576,1.7,0.821
POLRMT,O00411,9.132955616177541e-5,0.0032112202866409804,7.976842850212066e-8,0.497,0.658,1,FALSE,FALSE,FALSE,FALSE,0.868,0.595,1.46,-0.189,0.366,-0.333,-0.404,0.571,0.19,0.279,-1.27,0.791
POM121,Q96HA1,0.32430163600763373,0.7464813511619588,0.19586266930891078,0.634,0.907,1,FALSE,FALSE,FALSE,FALSE,0.855,0.277,1.13,-0.301,-2.09,0.138,-0.15,0.975,0.127,0.678,-1,1.62
POM121C,A8CG34,5.159066276067228e-9,0.20869142886902214,6.291590488149135e-10,0.142,0.832,1,FALSE,FALSE,FALSE,FALSE,5.27,0.7,5.97,0.236,0.39,0.417,-0.156,1.11,0.544,1.41,-5.42,1.46
POMGNT1,Q8WZA1,0.8314795657620426,0.5665760358730112,0.4340680677954245,0.693,0.893,1,FALSE,FALSE,FALSE,FALSE,0.155,0.42,0.575,-1.57,0.731,0.338,0.355,0.149,0.774,-1.56,0.2,0.582
POMGNT2,Q8NAT1,0.003171651337030346,0.3033944302978918,0.03243423098485357,0.502,0.857,1,FALSE,FALSE,FALSE,FALSE,3.79,-1.19,2.59,0.478,0.995,0.357,0.496,0.619,-0.696,0.337,-3.29,0.704
POMK,Q9H5K3,0.82056217615409,0.27927309454308163,0.1946937172782529,0.692,0.852,1,FALSE,FALSE,FALSE,FALSE,-0.0446,-0.216,-0.261,-0.282,0.12,-0.247,0.0917,0.121,-0.124,0.017,0.136,0.167
POMT1,Q9Y6A1,0.0701811956298488,0.43144629331191664,0.279880581363401,0.563,0.878,1,FALSE,FALSE,FALSE,FALSE,-1.61,0.674,-0.932,0.298,0.597,-0.695,-1.56,0.823,-0.885,-0.134,0.0474,1.51
PON2,Q15165,0.5227533026414197,1.4393028575989148e-4,6.512217451650706e-4,0.662,0.566,1,FALSE,FALSE,FALSE,FALSE,-0.0793,0.572,0.492,-0.248,0.154,-0.382,0.0241,-0.0572,0.596,-0.0729,0.103,-0.117
POP1,Q99575,2.3631353606062778e-4,0.08822471696664569,0.0143574035368758,0.499,0.763,1,FALSE,FALSE,FALSE,FALSE,-1.99,0.798,-1.19,-0.415,-0.127,-0.115,-0.495,-0.398,0.302,-0.0612,1.5,-0.187
POP4,O95707,2.6960154887416806e-5,0.08042416416072116,0.001879996985383868,0.492,0.756,1,FALSE,FALSE,FALSE,FALSE,-2,0.68,-1.32,-0.35,0.236,-0.0447,-0.486,-0.419,0.194,-0.409,1.52,-0.24
POP5,Q969H6,1.0210114976125578e-4,0.04589711202862035,0.01354588257491393,0.497,0.733,1,FALSE,FALSE,FALSE,FALSE,-2.04,0.897,-1.14,-0.461,-0.0105,-0.29,-0.384,-0.345,0.513,-0.494,1.65,-0.183
POP7,O75817,8.316849518230016e-6,0.01675369947197521,0.003260796097781057,0.485,0.694,1,FALSE,FALSE,FALSE,FALSE,-1.75,0.769,-0.985,-0.542,-0.272,-0.169,-0.421,-0.219,0.348,-0.0577,1.33,-2.67e-4
POR,P16435,0.011706715332595981,0.8579983426772272,0.007830960735557687,0.515,0.913,1,FALSE,FALSE,FALSE,FALSE,0.595,0.0388,0.634,-0.00492,0.574,-0.255,-0.0546,0.137,-0.0158,-0.0138,-0.65,0.282
POT1,Q9NUX5,0.13856968993878327,0.7166372720361589,0.07051928237885705,0.59,0.905,1,FALSE,FALSE,FALSE,FALSE,0.502,0.12,0.621,0.151,0.48,-0.181,-0.19,0.273,-0.0704,0.153,-0.692,0.0761
POU2F1,P14859,0.02881402675511769,0.3083921150045395,0.2045187698472309,0.534,0.858,1,FALSE,FALSE,FALSE,FALSE,-0.48,0.213,-0.267,-0.221,0.259,-0.0314,-0.00468,-0.221,0.208,-0.129,0.476,-0.336
POU3F2,P20265,0.5858786972091569,0.550231174992492,0.9575227868334404,0.67,0.891,1,FALSE,FALSE,FALSE,FALSE,-0.4,0.439,0.0389,0.219,0.75,0.0764,-0.539,0.385,-0.1,-1.47,-0.139,0.814
PPA1,Q15181,3.032227170705031e-4,0.1362538167993323,8.97965642130829e-6,0.499,0.799,1,FALSE,FALSE,FALSE,FALSE,-0.838,-0.298,-1.14,-0.215,-0.481,-0.136,0.366,-0.298,0.0678,-0.208,1.2,-0.299
PPA2,Q9H2U2,8.959682059624934e-7,0.15240615521119402,2.1794867414015454e-5,0.456,0.808,1,FALSE,FALSE,FALSE,FALSE,-1.01,0.215,-0.797,-0.215,-0.0819,-0.183,-0.125,-0.136,0.0901,-0.242,0.887,0.00461
PPAN,Q9NQ55,0.10808119013031452,0.0132324192910503,0.3116505176753165,0.58,0.686,1,FALSE,FALSE,FALSE,FALSE,-0.558,0.902,0.344,-0.155,0.566,-0.0998,-0.555,-0.037,0.348,-0.124,0.00349,0.0528
PPAT,Q06203,1.1410357665034376e-4,0.2935813047386151,0.0013939703777692155,0.497,0.855,1,FALSE,FALSE,FALSE,FALSE,-1.57,0.353,-1.22,-0.205,-0.664,0.0523,-0.459,0.142,-0.106,0.024,1.11,0.104
PPCDC,Q96CD2,0.03329203059573702,0.7773657788312138,0.059266404078637,0.537,0.909,1,FALSE,FALSE,FALSE,FALSE,-2.01,0.252,-1.76,-0.491,-1.92,0.478,-0.205,-0.641,0.0471,0.409,1.81,0.517
PPCS,Q9HAB8,0.09239347738176593,0.014683347077901506,0.3762807402692099,0.574,0.69,1,FALSE,FALSE,FALSE,FALSE,0.594,-0.899,-0.304,0.381,0.031,0.227,0.382,-0.135,-0.517,-0.00692,-0.213,-0.149
PPFIA1,Q13136,0.8941736665190878,0.6895256924029565,0.5951171210918267,0.698,0.903,1,FALSE,FALSE,FALSE,FALSE,-0.0254,-0.0765,-0.102,-0.0317,-0.321,-0.0461,-0.0448,0.148,-0.121,0.283,-0.0194,0.154
PPFIA3,O75145,0.0829626041809073,0.7550081107585902,0.04477869883070632,0.569,0.907,1,FALSE,FALSE,FALSE,FALSE,1.86,0.322,2.18,0.508,0.184,-1.46,0.131,0.445,0.453,0.888,-1.72,0.573
PPFIBP1,Q86W92,0.03535092928929278,0.35927981453312463,0.20181695895524848,0.539,0.868,1,FALSE,FALSE,FALSE,FALSE,0.639,-0.265,0.373,0.0492,0.135,0.163,0.0768,-0.0147,-0.189,0.375,-0.562,-0.0336
PPHLN1,Q8NEY8,0.0222562897585023,0.23575140368745712,0.2232582033460784,0.528,0.841,1,FALSE,FALSE,FALSE,FALSE,-0.713,0.352,-0.362,-0.146,-0.145,-0.0122,-1.03,0.569,-0.679,0.756,-0.318,1.01
PPIB,P23284,7.342120189444745e-5,6.7195274956775e-4,0.349998483134516,0.496,0.625,1,FALSE,FALSE,FALSE,FALSE,-2.25,1.82,-0.432,-0.88,-0.357,-0.521,-0.244,-0.62,1.58,-0.491,2.01,-0.47
PPIC,P45877,9.080470506205895e-5,0.014600079034109861,0.038608164333876246,0.496,0.689,1,FALSE,FALSE,FALSE,FALSE,-2.13,1.16,-0.963,-0.997,-0.437,-0.29,-0.174,-0.371,0.989,-0.396,1.95,-0.276
PPID,Q08752,8.698381515761781e-4,0.1633276341671151,3.102956653049413e-5,0.501,0.814,1,FALSE,FALSE,FALSE,FALSE,-0.703,-0.26,-0.963,-0.154,-0.626,0.146,0.0962,-0.153,-0.164,0.101,0.799,-0.0454
PPIE,Q9UNP9,1.5269833580924548e-5,0.022797281636428718,0.0044099996788096365,0.489,0.707,1,FALSE,FALSE,FALSE,FALSE,-1.8,0.781,-1.02,-0.359,-0.429,-0.221,-0.41,-0.25,0.37,-0.0366,1.39,-0.0511
PPIF,P30405,6.979473568842155e-5,0.0063566657052929534,0.06479071440470151,0.496,0.67,1,FALSE,FALSE,FALSE,FALSE,-2.49,1.52,-0.971,-0.738,-0.842,-0.283,-0.685,-0.21,0.83,-0.119,1.8,0.245
PPIG,Q13427,1.601413486840457e-5,0.01569710775356444,0.006861010140344762,0.49,0.692,1,FALSE,FALSE,FALSE,FALSE,-1.77,0.825,-0.942,-0.111,-0.216,0.142,-1.08,0.317,-0.252,0.307,0.69,0.201
PPIH,O43447,9.824000168410688e-6,0.32959212694720674,9.284343272569578e-5,0.486,0.862,1,FALSE,FALSE,FALSE,FALSE,-1.53,0.261,-1.27,-0.538,-0.65,-0.122,0.128,-0.272,0.389,-0.21,1.66,-0.386
PPIL1,Q9Y3C6,0.0032702270471771013,0.5008830878014179,0.015183145255572437,0.502,0.886,1,FALSE,FALSE,FALSE,FALSE,-1.03,0.212,-0.823,-0.407,-0.243,-0.0561,-0.0256,-0.189,0.187,-0.0655,1.01,-0.211
PPIL2,Q13356,0.038057234183254046,0.12518365259639755,0.5413001551261251,0.54,0.792,1,FALSE,FALSE,FALSE,FALSE,-0.315,0.227,-0.0882,-0.181,0.303,-0.0829,-0.23,-0.0494,-0.00276,0.0548,0.0854,0.103
PPIL3,Q9H2H8,2.836485054428142e-5,0.13511494151902212,0.0010238436920607084,0.492,0.798,1,FALSE,FALSE,FALSE,FALSE,-2.17,0.625,-1.54,-0.511,-0.775,-0.0385,-0.297,-0.268,0.327,-0.207,1.87,-0.101
PPIL4,Q8WUA2,2.3161127653291842e-4,0.25396360036623367,0.003525951940983471,0.499,0.846,1,FALSE,FALSE,FALSE,FALSE,-1.39,0.365,-1.03,-0.0441,-0.0478,0.076,-0.523,-0.181,-0.158,0.146,0.869,-0.137
PPIP5K2,O43314,0.6235366503017086,0.8524847884770256,0.5000394922063987,0.674,0.913,1,FALSE,FALSE,FALSE,FALSE,-0.0905,-0.0342,-0.125,0.125,-0.357,0.117,-0.0936,0.0222,-0.128,0.325,-0.00313,-0.00803
PPM1A,P35813,0.015026777701851058,0.7686020450681161,0.007782026994172342,0.519,0.908,1,FALSE,FALSE,FALSE,FALSE,-0.687,-0.0769,-0.764,-0.341,-0.458,-0.0921,0.207,-0.0864,0.13,-0.196,0.894,-0.0594
PPM1B,O75688,8.17206378426527e-4,0.1253428175666164,2.075221249103737e-5,0.501,0.792,1,FALSE,FALSE,FALSE,FALSE,-0.776,-0.315,-1.09,-0.0878,-0.519,-0.121,0.252,-0.274,-0.0626,-0.0359,1.03,-0.181
PPM1D,O15297,0.2276235921772376,0.03040911676415425,0.2902954689598235,0.615,0.719,1,FALSE,FALSE,FALSE,FALSE,-0.394,0.737,0.343,-0.176,0.545,-0.0936,-1.12,0.728,-0.382,0.564,-0.725,0.658
PPM1E,Q8WY54,0.882923180145444,0.039175669069272306,0.05286287594298113,0.697,0.728,1,FALSE,FALSE,FALSE,FALSE,0.0387,-0.572,-0.534,0.292,-0.286,0.39,-0.163,0.19,-0.735,0.198,-0.201,0.315
PPM1F,P49593,0.7882146262592276,0.0062348733417375716,0.011438787265629441,0.689,0.67,1,FALSE,FALSE,FALSE,FALSE,0.0478,-0.537,-0.489,0.151,-0.155,0.0965,0.297,-0.158,-0.239,-0.0889,0.25,-0.154
PPM1G,O15355,0.0025211611972198646,0.8257426691716789,0.0015058070457066905,0.502,0.911,1,FALSE,FALSE,FALSE,FALSE,-0.701,-0.0452,-0.746,-0.225,0.148,-0.312,0.318,-0.368,0.273,-0.301,1.02,-0.552
PPM1H,Q9ULR3,9.144927000134181e-4,0.6334174513882678,0.002805610307933796,0.501,0.899,1,FALSE,FALSE,FALSE,FALSE,-0.947,0.118,-0.829,-0.275,-0.446,0.0249,-0.0993,0.1,0.0184,-0.0623,0.847,-0.108
PPM1L,Q5SGD2,0.16407150345833257,0.08280688646397759,0.7065398449273353,0.599,0.758,1,FALSE,FALSE,FALSE,FALSE,0.212,-0.268,-0.056,0.0566,0.258,0.00381,0.133,-0.128,-0.135,-0.0504,-0.0788,-0.0597
PPME1,Q9Y570,0.013586444352022546,0.007072757102328942,0.7713055917952469,0.518,0.672,1,FALSE,FALSE,FALSE,FALSE,0.665,-0.737,-0.0723,0.192,0.156,0.283,0.196,0.0289,-0.541,0.221,-0.469,-0.0658
PPOX,P50336,4.052749701624728e-5,0.8594441724932917,2.7050102203978875e-5,0.494,0.913,1,FALSE,FALSE,FALSE,FALSE,4.36,0.149,4.51,0.469,1.05,-0.122,0.576,0.518,0.725,0.0627,-3.79,0.51
PPP1CA,P62136,8.791629900764151e-5,0.04244411791865474,0.012786413568503288,0.496,0.731,1,FALSE,FALSE,FALSE,FALSE,-1.49,0.661,-0.834,-0.318,-0.0209,-0.312,-0.267,-0.223,0.394,-0.358,1.23,-0.122
PPP1CB,P62140,3.875885315261544e-5,0.041560510187846005,0.005875309169797499,0.494,0.73,1,FALSE,FALSE,FALSE,FALSE,-1.5,0.623,-0.882,-0.388,-0.0353,-0.246,-0.165,-0.278,0.458,-0.567,1.34,-0.118
PPP1CC,P36873,0.0021900063373799608,0.18122550923059422,0.04569370511120891,0.502,0.822,1,FALSE,FALSE,FALSE,FALSE,-1.22,0.479,-0.737,-0.154,-0.0561,-0.325,0.154,-0.341,0.632,-0.575,1.37,-0.703
PPP1R10,Q96QC0,6.209664822701627e-4,0.19409808517289828,0.013349656248275629,0.5,0.827,1,FALSE,FALSE,FALSE,FALSE,-1.18,0.39,-0.788,-0.096,-0.355,0.213,-0.826,0.225,-0.436,0.496,0.353,0.426
PPP1R11,O60927,0.006080748774978787,0.5585581449161207,0.022452306220480764,0.506,0.892,1,FALSE,FALSE,FALSE,FALSE,-1.64,0.317,-1.32,-0.656,-1.09,0.192,-0.484,0.149,-0.166,0.398,1.15,0.505
PPP1R12A,O14974,0.011014767404008483,0.18494233362220372,4.730626384379316e-4,0.514,0.823,1,FALSE,FALSE,FALSE,FALSE,-0.564,-0.276,-0.84,0.0493,-0.508,0.184,-0.514,0.462,-0.79,0.765,0.0496,0.302
PPP1R12B,O60237,0.046165935028287496,0.9869856733524213,0.04771922537693925,0.547,0.92,1,FALSE,FALSE,FALSE,FALSE,-0.714,0.00555,-0.709,-0.0192,-0.678,0.293,-0.313,0.207,-0.308,0.472,0.401,-0.0545
PPP1R12C,Q9BZL4,0.0015137975198010406,0.6266718839772151,4.800895051541665e-4,0.501,0.898,1,FALSE,FALSE,FALSE,FALSE,-0.961,-0.129,-1.09,0.0471,-0.978,0.218,-0.475,0.294,-0.604,0.687,0.487,0.324
PPP1R13B,Q96KQ4,0.0075218387546808745,0.7832465955278773,0.01393607513350921,0.509,0.909,1,FALSE,FALSE,FALSE,FALSE,-0.808,0.0757,-0.732,-0.112,-0.61,0.259,-0.367,0.0412,-0.292,0.307,0.441,0.334
PPP1R13L,Q8WUF5,0.053522108926750925,0.7660855865078364,0.02898361257569388,0.553,0.908,1,FALSE,FALSE,FALSE,FALSE,-0.429,-0.063,-0.492,0.0638,-0.698,0.241,-0.338,0.0711,-0.401,0.565,0.0908,0.406
PPP1R14A,Q96A00,4.8677096823805487e-4,0.6008587392337739,0.0016743484290612377,0.5,0.896,1,FALSE,FALSE,FALSE,FALSE,-1.65,0.21,-1.44,-0.0948,-1.33,0.435,-0.456,0.186,-0.246,-0.216,1.19,0.533
PPP1R14B,Q96C90,1.65827016873074e-4,0.2981315978729763,0.0019807300726326867,0.498,0.856,1,FALSE,FALSE,FALSE,FALSE,-1.56,0.361,-1.2,-0.292,-0.901,0.204,-0.345,-0.174,0.0164,-0.0735,1.22,0.345
PPP1R14C,Q8TAE6,1.065769108909112e-4,0.4322541891045828,6.830778063909072e-4,0.497,0.878,1,FALSE,FALSE,FALSE,FALSE,-1.37,0.228,-1.15,0.0622,-0.679,0.365,-0.562,-0.105,-0.334,0.3,0.812,0.141
PPP1R15B,Q5SWA1,0.5396218307825666,0.8637410711810924,0.6573551092886843,0.664,0.914,1,FALSE,FALSE,FALSE,FALSE,-0.561,0.156,-0.405,-0.623,-1.12,0.526,0.245,-0.226,0.402,-0.00626,0.806,-0.00555
PPP1R18,Q6NYC8,0.02335562657111344,0.8300734272943169,0.03673914755894746,0.529,0.912,1,FALSE,FALSE,FALSE,FALSE,-1.2,0.107,-1.1,0.255,-1.79,0.35,-0.493,0.332,-0.386,0.546,0.712,0.474
PPP1R21,Q6ZMI0,8.254765742441872e-5,0.6094423217056927,2.5449346587496834e-5,0.496,0.897,1,FALSE,FALSE,FALSE,FALSE,-0.995,-0.105,-1.1,0.277,-0.657,0.221,-0.228,-0.136,-0.333,0.0456,0.767,0.0441
PPP1R26,Q5T8A7,0.003966604302283844,0.4521621001003826,6.738025863115004e-4,0.502,0.881,1,FALSE,FALSE,FALSE,FALSE,-1.54,-0.363,-1.91,0.0374,-0.867,-0.0568,-0.569,0.39,-0.932,0.536,0.975,0.487
PPP1R35,Q8TAP8,0.10138989292996242,0.019647011142282553,0.42164520982170617,0.577,0.7,1,FALSE,FALSE,FALSE,FALSE,-1.39,2.05,0.662,0.0624,-1.67,0.67,-1.8,0.631,0.252,1.34,-0.41,0.928
PPP1R3D,O95685,0.14539217353354394,0.02904832075650754,9.706547630012014e-4,0.593,0.717,1,FALSE,FALSE,FALSE,FALSE,-1.04,-1.61,-2.65,0.21,-0.292,0.15,0.169,0.0144,-1.44,8.29e-4,1.21,-0.0157
PPP1R7,Q15435,0.005872132629455687,0.255637798544851,0.06993806165812631,0.506,0.846,1,FALSE,FALSE,FALSE,FALSE,-0.837,0.317,-0.519,-0.316,-0.267,-0.26,0.25,-0.332,0.567,-0.276,1.09,-0.453
PPP1R8,Q12972,3.146642234773138e-4,0.622227694813109,0.0010077257981135344,0.499,0.898,1,FALSE,FALSE,FALSE,FALSE,-0.822,0.0944,-0.727,-0.0593,0.102,-0.065,-0.362,-0.0959,-0.267,0.257,0.46,0.0306
PPP1R9A,Q9ULJ8,0.0011599954071154614,0.9759388473607894,0.001080555154682302,0.501,0.919,1,FALSE,FALSE,FALSE,FALSE,-0.943,-0.00759,-0.95,-0.169,-0.099,-0.179,-0.462,0.282,-0.469,0.472,0.481,0.143
PPP1R9B,Q96SB3,2.8347740392138598e-5,0.8672535396128445,4.152969162427221e-5,0.492,0.914,1,FALSE,FALSE,FALSE,FALSE,-1.12,0.035,-1.08,-0.0292,-0.335,0.147,-0.656,0.245,-0.621,0.572,0.462,0.214
PPP2CA,P67775,0.007954134096599348,0.9558658007665851,0.007015883589826374,0.509,0.918,1,FALSE,FALSE,FALSE,FALSE,-2.09,-0.0397,-2.13,-1.02,-0.761,-0.344,0.24,-0.0783,0.2,-0.456,2.33,-0.113
PPP2CB,P62714,0.0011784930790695847,0.47815516825799,0.006193683914891594,0.501,0.884,1,FALSE,FALSE,FALSE,FALSE,-1.8,0.345,-1.46,-0.732,-0.499,-0.113,-0.0479,-0.155,0.297,-0.371,1.76,-0.135
