Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
[CE 18:3 +Na],669.55867 -> 369.2,RDH12_200_vs_RDH12_100,-0.0278,0.797902331,0.998456697
[CE 18:3 +Na],669.55867 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.114,0.300976974,0.584496396
[CE 18:3 +Na],669.55867 -> 369.2,RDH12_Veh_vs_WT_Veh,-0.152,0.174381584,0.382788842
[CE 20:3 +Na],697.592325 -> 369.2,WT_100_vs_WT_Veh,-0.0978,0.356058562,0.712117124
[CE 20:3 +Na],697.592325 -> 369.2,WT_200_vs_WT_100,0.337,0.005198328,0.095196562
[CE 20:3 +Na],697.592325 -> 369.2,WT_200_vs_WT_Veh,0.24,0.034431634,0.252967109
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_100_vs_WT_100,-0.0419,0.688785964,0.893239092
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_100_vs_RDH12_Veh,-0.142,0.187114378,0.953944604
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_200_vs_WT_200,-0.427,0.000896228,0.007628505
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_200_vs_RDH12_100,-0.048,0.646524723,0.983273573
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.19,0.084407048,0.336156998
[CE 20:3 +Na],697.592325 -> 369.2,RDH12_Veh_vs_WT_Veh,0.00234,0.982099206,0.984834858
[CE 20:4 +NH4],690.61887 -> 369.2,WT_100_vs_WT_Veh,-0.0233,0.813839394,0.943396591
[CE 20:4 +NH4],690.61887 -> 369.2,WT_200_vs_WT_100,0.0155,0.875768819,0.964149159
[CE 20:4 +NH4],690.61887 -> 369.2,WT_200_vs_WT_Veh,-0.00784,0.936796579,0.989198075
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_100_vs_WT_100,-0.0368,0.710270205,0.900342513
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_100_vs_RDH12_Veh,-0.159,0.12278591,0.931806613
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_200_vs_WT_200,-0.0525,0.597424004,0.773642596
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_200_vs_RDH12_100,-0.000191,0.998456697,0.998456697
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.159,0.122373215,0.406413464
[CE 20:4 +NH4],690.61887 -> 369.2,RDH12_Veh_vs_WT_Veh,0.0992,0.324297281,0.550693497
[CE 22:2 +K],743.610808 -> 369.2,WT_100_vs_WT_Veh,0.0519,0.57542463,0.838675574
[CE 22:2 +K],743.610808 -> 369.2,WT_200_vs_WT_100,0.02,0.828074786,0.963622707
[CE 22:2 +K],743.610808 -> 369.2,WT_200_vs_WT_Veh,0.0719,0.439941341,0.846945897
[CE 22:2 +K],743.610808 -> 369.2,RDH12_100_vs_WT_100,6.14E-05,0.999468295,0.999468295
[CE 22:2 +K],743.610808 -> 369.2,RDH12_100_vs_RDH12_Veh,0.056,0.545928003,0.953944604
[CE 22:2 +K],743.610808 -> 369.2,RDH12_200_vs_WT_200,-0.0801,0.390371318,0.5712751
[CE 22:2 +K],743.610808 -> 369.2,RDH12_200_vs_RDH12_100,-0.0602,0.51647752,0.924067762
[CE 22:2 +K],743.610808 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.00422,0.963419767,0.990946046
[CE 22:2 +K],743.610808 -> 369.2,RDH12_Veh_vs_WT_Veh,-0.00404,0.964963481,0.978554516
[CE 22:6 +NH4],714.61887 -> 369.2,WT_100_vs_WT_Veh,-0.107,0.277538621,0.667360147
[CE 22:6 +NH4],714.61887 -> 369.2,WT_200_vs_WT_100,0.142,0.154566435,0.428030129
[CE 22:6 +NH4],714.61887 -> 369.2,WT_200_vs_WT_Veh,0.0353,0.713886801,0.970284575
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_100_vs_WT_100,0.0203,0.832957977,0.932814887
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_100_vs_RDH12_Veh,-0.00493,0.959050329,0.98899557
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_200_vs_WT_200,-0.152,0.128251091,0.276469417
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_200_vs_RDH12_100,-0.0308,0.749062353,0.995250349
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.0357,0.710714715,0.882266542
[CE 22:6 +NH4],714.61887 -> 369.2,RDH12_Veh_vs_WT_Veh,-0.0814,0.40307109,0.609687362
[CE 24:1 +Na],757.68387 -> 369.2,WT_100_vs_WT_Veh,0.186,0.488081252,0.777474561
[CE 24:1 +Na],757.68387 -> 369.2,WT_200_vs_WT_100,-0.045,0.865581124,0.963622707
[CE 24:1 +Na],757.68387 -> 369.2,WT_200_vs_WT_Veh,0.141,0.59793966,0.91393034
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_100_vs_WT_100,-0.541,0.056665075,0.291420386
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_100_vs_RDH12_Veh,-0.146,0.584561946,0.953944604
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_200_vs_WT_200,-0.499,0.076480807,0.199234192
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_200_vs_RDH12_100,-0.00226,0.993224073,0.998456697
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_200_vs_RDH12_Veh,-0.148,0.578833756,0.801754668
[CE 24:1 +Na],757.68387 -> 369.2,RDH12_Veh_vs_WT_Veh,-0.209,0.436118268,0.643453183
[TG34:2] NL 20:0,624.52027 -> 295.190891,WT_100_vs_WT_Veh,-0.0673,0.515306286,0.796181387
[TG34:2] NL 20:0,624.52027 -> 295.190891,WT_200_vs_WT_100,0.367,0.002567815,0.070912168
[TG34:2] NL 20:0,624.52027 -> 295.190891,WT_200_vs_WT_Veh,0.3,0.009832502,0.135647796
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_100_vs_WT_100,-0.0949,0.362550405,0.6905722
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_100_vs_RDH12_Veh,-0.0718,0.488374496,0.953944604
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_200_vs_WT_200,-0.42,0.000911183,0.007628505
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_200_vs_RDH12_100,0.0426,0.679480657,0.983273573
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_200_vs_RDH12_Veh,-0.0292,0.776386134,0.897621457
[TG34:2] NL 20:0,624.52027 -> 295.190891,RDH12_Veh_vs_WT_Veh,-0.0905,0.384858685,0.595123942
[TG36:0] NL 18:0,656.58287 -> 355.284791,WT_100_vs_WT_Veh,0.165,0.294668304,0.6843909
[TG36:0] NL 18:0,656.58287 -> 355.284791,WT_200_vs_WT_100,-0.101,0.518998621,0.798459418
[TG36:0] NL 18:0,656.58287 -> 355.284791,WT_200_vs_WT_Veh,0.0648,0.676095713,0.958245892
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_100_vs_WT_100,-0.114,0.465899079,0.752065105
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_100_vs_RDH12_Veh,0.0387,0.802901081,0.981017338
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_200_vs_WT_200,-0.0703,0.650955244,0.816529226
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_200_vs_RDH12_100,-0.0569,0.713786247,0.984532755
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_200_vs_RDH12_Veh,-0.0182,0.906260363,0.953958277
[TG36:0] NL 18:0,656.58287 -> 355.284791,RDH12_Veh_vs_WT_Veh,0.0128,0.93402317,0.96707082
[TG38:0] NL 20:0,684.61417 -> 355.284791,WT_100_vs_WT_Veh,-0.083,0.830703689,0.943396591
[TG38:0] NL 20:0,684.61417 -> 355.284791,WT_200_vs_WT_100,0.335,0.394785515,0.693786148
[TG38:0] NL 20:0,684.61417 -> 355.284791,WT_200_vs_WT_Veh,0.251,0.520009231,0.885934186
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_100_vs_WT_100,-0.433,0.275117053,0.603915483
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_100_vs_RDH12_Veh,0.0626,0.871833318,0.981017338
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_200_vs_WT_200,-0.83,0.04670821,0.14012463
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_200_vs_RDH12_100,-0.0624,0.872297264,0.998456697
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_200_vs_RDH12_Veh,0.000229,0.999529346,0.999529346
[TG38:0] NL 20:0,684.61417 -> 355.284791,RDH12_Veh_vs_WT_Veh,-0.578,0.151037784,0.349727954
[TG44:4] NL 20:0,760.64547 -> 431.316091,WT_100_vs_WT_Veh,0.0268,0.939586337,0.979634527
[TG44:4] NL 20:0,760.64547 -> 431.316091,WT_200_vs_WT_100,0.191,0.591664945,0.843762872
[TG44:4] NL 20:0,760.64547 -> 431.316091,WT_200_vs_WT_Veh,0.218,0.541267174,0.897954759
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_100_vs_WT_100,-0.315,0.379509118,0.696086676
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_100_vs_RDH12_Veh,0.223,0.530933568,0.953944604
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_200_vs_WT_200,-0.724,0.055589094,0.161387692
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_200_vs_RDH12_100,-0.218,0.54048913,0.939981096
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_200_vs_RDH12_Veh,0.00524,0.988184787,0.996488861
[TG44:4] NL 20:0,760.64547 -> 431.316091,RDH12_Veh_vs_WT_Veh,-0.512,0.162637892,0.363662368
[TG44:5] NL 20:0,758.62987 -> 429.300491,WT_100_vs_WT_Veh,-0.122,0.770146027,0.921104882
[TG44:5] NL 20:0,758.62987 -> 429.300491,WT_200_vs_WT_100,0.225,0.592977796,0.843762872
[TG44:5] NL 20:0,758.62987 -> 429.300491,WT_200_vs_WT_Veh,0.102,0.806942497,0.97288518
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_100_vs_WT_100,-0.435,0.306879443,0.638593061
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_100_vs_RDH12_Veh,0.0481,0.908393239,0.986640738
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_200_vs_WT_200,-0.817,0.066042918,0.182888082
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_200_vs_RDH12_100,-0.157,0.70741071,0.983273573
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_200_vs_RDH12_Veh,-0.109,0.794191553,0.907644912
[TG44:5] NL 20:0,758.62987 -> 429.300491,RDH12_Veh_vs_WT_Veh,-0.606,0.161934693,0.363662368
[TG46:0] NL 16:0,796.73937 -> 523.472591,WT_100_vs_WT_Veh,-0.0868,0.441952286,0.757632491
[TG46:0] NL 16:0,796.73937 -> 523.472591,WT_200_vs_WT_100,0.0114,0.918453872,0.994448903
[TG46:0] NL 16:0,796.73937 -> 523.472591,WT_200_vs_WT_Veh,-0.0754,0.503305932,0.876607225
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_100_vs_WT_100,-0.00276,0.980316726,0.988554682
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_100_vs_RDH12_Veh,0.00725,0.948271376,0.986640738
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_200_vs_WT_200,-0.101,0.374800806,0.56278337
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_200_vs_RDH12_100,-0.0864,0.444267945,0.893499778
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_200_vs_RDH12_Veh,-0.0791,0.482701342,0.765155117
[TG46:0] NL 16:0,796.73937 -> 523.472591,RDH12_Veh_vs_WT_Veh,-0.0968,0.392357391,0.601058131
[TG48:7,810.75507 -> 537.488291,WT_100_vs_WT_Veh,-0.364,0.039972916,0.334656972
[TG48:7,810.75507 -> 537.488291,WT_200_vs_WT_100,0.0263,0.872388368,0.963622707
[TG48:7,810.75507 -> 537.488291,WT_200_vs_WT_Veh,-0.337,0.054383529,0.331831701
[TG48:7,810.75507 -> 537.488291,RDH12_100_vs_WT_100,0.0722,0.660637553,0.883961311
[TG48:7,810.75507 -> 537.488291,RDH12_100_vs_RDH12_Veh,0.047,0.774676469,0.981017338
[TG48:7,810.75507 -> 537.488291,RDH12_200_vs_WT_200,0.0348,0.83216498,0.891605336
[TG48:7,810.75507 -> 537.488291,RDH12_200_vs_RDH12_100,-0.0111,0.945987279,0.998456697
[TG48:7,810.75507 -> 537.488291,RDH12_200_vs_RDH12_Veh,0.0359,0.826850057,0.917263566
[TG48:7,810.75507 -> 537.488291,RDH12_Veh_vs_WT_Veh,-0.338,0.053683559,0.207807324
[TG48:8,808.73937 -> 535.472591,WT_100_vs_WT_Veh,-0.063,0.473596523,0.77146945
[TG48:8,808.73937 -> 535.472591,WT_200_vs_WT_100,0.143,0.116948512,0.395400945
[TG48:8,808.73937 -> 535.472591,WT_200_vs_WT_Veh,0.0798,0.366798913,0.803608775
[TG48:8,808.73937 -> 535.472591,RDH12_100_vs_WT_100,0.0533,0.543742649,0.805544666
[TG48:8,808.73937 -> 535.472591,RDH12_100_vs_RDH12_Veh,-0.0607,0.490077732,0.953944604
[TG48:8,808.73937 -> 535.472591,RDH12_200_vs_WT_200,-0.0976,0.273191769,0.455319615
[TG48:8,808.73937 -> 535.472591,RDH12_200_vs_RDH12_100,-0.008,0.926868713,0.998456697
[TG48:8,808.73937 -> 535.472591,RDH12_200_vs_RDH12_Veh,-0.0687,0.435762497,0.729648832
[TG48:8,808.73937 -> 535.472591,RDH12_Veh_vs_WT_Veh,0.0509,0.561572712,0.736658696
[TG50:7,838.78637 -> 565.519591,WT_100_vs_WT_Veh,-0.276,0.037547255,0.331160394
[TG50:7,838.78637 -> 565.519591,WT_200_vs_WT_100,0.245,0.061102382,0.297254833
[TG50:7,838.78637 -> 565.519591,WT_200_vs_WT_Veh,-0.0312,0.799141981,0.9725683
[TG50:7,838.78637 -> 565.519591,RDH12_100_vs_WT_100,0.255,0.051627161,0.273320266
[TG50:7,838.78637 -> 565.519591,RDH12_100_vs_RDH12_Veh,0.0875,0.478790754,0.953944604
[TG50:7,838.78637 -> 565.519591,RDH12_200_vs_WT_200,-0.234,0.071538498,0.192192981
[TG50:7,838.78637 -> 565.519591,RDH12_200_vs_RDH12_100,-0.245,0.060580378,0.627978789
[TG50:7,838.78637 -> 565.519591,RDH12_200_vs_RDH12_Veh,-0.158,0.211129668,0.531515248
[TG50:7,838.78637 -> 565.519591,RDH12_Veh_vs_WT_Veh,-0.108,0.38517744,0.595123942
[TG50:8,836.77067 -> 537.488241,WT_100_vs_WT_Veh,-0.146,0.147368189,0.516053985
[TG50:8,836.77067 -> 537.488241,WT_200_vs_WT_100,0.122,0.222046896,0.509152119
[TG50:8,836.77067 -> 537.488241,WT_200_vs_WT_Veh,-0.0243,0.802368847,0.9725683
[TG50:8,836.77067 -> 537.488241,RDH12_100_vs_WT_100,0.167,0.100051149,0.404701275
[TG50:8,836.77067 -> 537.488241,RDH12_100_vs_RDH12_Veh,0.0964,0.328420837,0.953944604
[TG50:8,836.77067 -> 537.488241,RDH12_200_vs_WT_200,-0.0383,0.693447041,0.854806085
[TG50:8,836.77067 -> 537.488241,RDH12_200_vs_RDH12_100,-0.0842,0.391531159,0.8710366
[TG50:8,836.77067 -> 537.488241,RDH12_200_vs_RDH12_Veh,0.0122,0.899759452,0.951834631
[TG50:8,836.77067 -> 537.488241,RDH12_Veh_vs_WT_Veh,-0.0748,0.444974558,0.646855651
[TG50:8.1,836.77067 -> 563.503891,WT_100_vs_WT_Veh,-0.388,0.003929792,0.161122984
[TG50:8.1,836.77067 -> 563.503891,WT_200_vs_WT_100,0.21,0.083594051,0.366998272
[TG50:8.1,836.77067 -> 563.503891,WT_200_vs_WT_Veh,-0.177,0.138313437,0.593996817
[TG50:8.1,836.77067 -> 563.503891,RDH12_100_vs_WT_100,0.418,0.002287115,0.046722294
[TG50:8.1,836.77067 -> 563.503891,RDH12_100_vs_RDH12_Veh,0.104,0.370816754,0.953944604
[TG50:8.1,836.77067 -> 563.503891,RDH12_200_vs_WT_200,-0.139,0.237715405,0.419104671
[TG50:8.1,836.77067 -> 563.503891,RDH12_200_vs_RDH12_100,-0.347,0.008082452,0.484947113
[TG50:8.1,836.77067 -> 563.503891,RDH12_200_vs_RDH12_Veh,-0.243,0.049341407,0.255468548
[TG50:8.1,836.77067 -> 563.503891,RDH12_Veh_vs_WT_Veh,-0.0741,0.522852986,0.706672861
[TG52:8,864.80197 -> 565.519541,WT_100_vs_WT_Veh,-0.0404,0.668603315,0.864948034
[TG52:8,864.80197 -> 565.519541,WT_200_vs_WT_100,0.0959,0.316615723,0.612804626
[TG52:8,864.80197 -> 565.519541,WT_200_vs_WT_Veh,0.0555,0.557514696,0.908168736
[TG52:8,864.80197 -> 565.519541,RDH12_100_vs_WT_100,0.0845,0.375738502,0.695878093
[TG52:8,864.80197 -> 565.519541,RDH12_100_vs_RDH12_Veh,0.0675,0.477311745,0.953944604
[TG52:8,864.80197 -> 565.519541,RDH12_200_vs_WT_200,-0.0577,0.542559268,0.728327791
[TG52:8,864.80197 -> 565.519541,RDH12_200_vs_RDH12_100,-0.0463,0.62442168,0.978014237
[TG52:8,864.80197 -> 565.519541,RDH12_200_vs_RDH12_Veh,0.0212,0.821834887,0.917263566
[TG52:8,864.80197 -> 565.519541,RDH12_Veh_vs_WT_Veh,-0.0234,0.804165252,0.9000636
[TG52:8.1,864.80197 -> 591.535191,WT_100_vs_WT_Veh,-0.18,0.07045953,0.421689362
[TG52:8.1,864.80197 -> 591.535191,WT_200_vs_WT_100,0.163,0.098212598,0.381720678
[TG52:8.1,864.80197 -> 591.535191,WT_200_vs_WT_Veh,-0.0171,0.855483881,0.980809545
[TG52:8.1,864.80197 -> 591.535191,RDH12_100_vs_WT_100,0.175,0.077593323,0.362773979
[TG52:8.1,864.80197 -> 591.535191,RDH12_100_vs_RDH12_Veh,-0.0126,0.892702357,0.986640738
[TG52:8.1,864.80197 -> 591.535191,RDH12_200_vs_WT_200,-0.00164,0.986016711,0.988763276
[TG52:8.1,864.80197 -> 591.535191,RDH12_200_vs_RDH12_100,-0.0138,0.882800113,0.998456697
[TG52:8.1,864.80197 -> 591.535191,RDH12_200_vs_RDH12_Veh,-0.0264,0.777938596,0.897621457
[TG52:8.1,864.80197 -> 591.535191,RDH12_Veh_vs_WT_Veh,0.00774,0.934140383,0.96707082
Cer(d14:1/20:0),538.519925 -> 208.3,WT_100_vs_WT_Veh,0.115,0.682704879,0.871538144
Cer(d14:1/20:0),538.519925 -> 208.3,WT_200_vs_WT_100,0.0303,0.913785782,0.993845564
Cer(d14:1/20:0),538.519925 -> 208.3,WT_200_vs_WT_Veh,0.145,0.605976418,0.916602985
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_100_vs_WT_100,-0.141,0.614805404,0.854555773
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_100_vs_RDH12_Veh,0.258,0.362465744,0.953944604
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_200_vs_WT_200,-0.182,0.517699779,0.705954244
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_200_vs_RDH12_100,-0.0106,0.969720455,0.998456697
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_200_vs_RDH12_Veh,0.248,0.381955505,0.691803058
Cer(d14:1/20:0),538.519925 -> 208.3,RDH12_Veh_vs_WT_Veh,-0.285,0.316521369,0.54003646
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,WT_100_vs_WT_Veh,-0.104,0.580593516,0.84279704
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,WT_200_vs_WT_100,0.188,0.324872825,0.622096899
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,WT_200_vs_WT_Veh,0.0838,0.656571865,0.958245892
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_100_vs_WT_100,0.0997,0.597460953,0.854555773
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_100_vs_RDH12_Veh,0.086,0.648339454,0.960502894
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_200_vs_WT_200,-0.0427,0.820380818,0.884242798
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_200_vs_RDH12_100,0.0458,0.80757937,0.998456697
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_200_vs_RDH12_Veh,0.132,0.486723672,0.765155117
Cer(d14:1/24:0(2OH)),610.577425 -> 208.3,RDH12_Veh_vs_WT_Veh,-0.0906,0.630780885,0.79122341
Cer(d14:2/20:0),536.504225 -> 206.3,WT_100_vs_WT_Veh,-0.0666,0.858085326,0.95342814
Cer(d14:2/20:0),536.504225 -> 206.3,WT_200_vs_WT_100,0.268,0.474942734,0.76599399
Cer(d14:2/20:0),536.504225 -> 206.3,WT_200_vs_WT_Veh,0.202,0.589685351,0.91393034
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_100_vs_WT_100,-0.333,0.376933967,0.695878093
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_100_vs_RDH12_Veh,0.0906,0.807903657,0.981017338
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_200_vs_WT_200,-0.56,0.147130611,0.2988359
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_200_vs_RDH12_100,0.0414,0.911480996,0.998456697
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_200_vs_RDH12_Veh,0.132,0.723495085,0.88591235
Cer(d14:2/20:0),536.504225 -> 206.3,RDH12_Veh_vs_WT_Veh,-0.49,0.200553907,0.414939117
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,WT_100_vs_WT_Veh,-0.431,0.193714597,0.544822305
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,WT_200_vs_WT_100,0.45,0.175557124,0.45328603
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,WT_200_vs_WT_Veh,0.0194,0.951920174,0.989198075
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_100_vs_WT_100,0.0555,0.863037675,0.933013703
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_100_vs_RDH12_Veh,0.399,0.227124699,0.953944604
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_200_vs_WT_200,-0.578,0.088173952,0.217415223
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_200_vs_RDH12_100,-0.183,0.570931535,0.959131414
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_200_vs_RDH12_Veh,0.215,0.50623837,0.781586877
Cer(d18:0/20:0(2OH)),612.593125 -> 266.3,RDH12_Veh_vs_WT_Veh,-0.774,0.027648225,0.145196808
Cer(d18:1/16:0),538.519925 -> 264.3,WT_100_vs_WT_Veh,0.0172,0.936092525,0.979634527
Cer(d18:1/16:0),538.519925 -> 264.3,WT_200_vs_WT_100,-0.485,0.037175998,0.243333802
Cer(d18:1/16:0),538.519925 -> 264.3,WT_200_vs_WT_Veh,-0.467,0.043416399,0.30057507
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_100_vs_WT_100,-0.197,0.366150351,0.693267598
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_100_vs_RDH12_Veh,-0.0405,0.850541024,0.981017338
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_200_vs_WT_200,0.324,0.146210269,0.2988359
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_200_vs_RDH12_100,0.0366,0.864711768,0.998456697
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_200_vs_RDH12_Veh,-0.00388,0.985575192,0.996488861
Cer(d18:1/16:0),538.519925 -> 264.3,RDH12_Veh_vs_WT_Veh,-0.139,0.519890562,0.706672861
Cer(d18:1/18:0),566.551225 -> 264.3,WT_100_vs_WT_Veh,-0.0722,0.536798166,0.811435004
Cer(d18:1/18:0),566.551225 -> 264.3,WT_200_vs_WT_100,0.0243,0.834487303,0.963622707
Cer(d18:1/18:0),566.551225 -> 264.3,WT_200_vs_WT_Veh,-0.0479,0.680683316,0.960964681
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_100_vs_WT_100,0.11,0.349854738,0.688546783
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_100_vs_RDH12_Veh,-0.0708,0.54477109,0.953944604
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_200_vs_WT_200,0.131,0.26888442,0.453367881
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_200_vs_RDH12_100,0.0452,0.697560712,0.983273573
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_200_vs_RDH12_Veh,-0.0255,0.82607009,0.917263566
Cer(d18:1/18:0),566.551225 -> 264.3,RDH12_Veh_vs_WT_Veh,0.109,0.355937629,0.580371545
Cer(d18:1/22:0),622.613825 -> 264.3,WT_100_vs_WT_Veh,0.187,0.362885351,0.718226012
Cer(d18:1/22:0),622.613825 -> 264.3,WT_200_vs_WT_100,-0.111,0.586473087,0.841156618
Cer(d18:1/22:0),622.613825 -> 264.3,WT_200_vs_WT_Veh,0.0762,0.707139451,0.970284575
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_100_vs_WT_100,-0.175,0.393168346,0.696086676
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_100_vs_RDH12_Veh,-0.115,0.571439905,0.953944604
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_200_vs_WT_200,0.232,0.261649588,0.446416358
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_200_vs_RDH12_100,0.297,0.157223303,0.783852927
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_200_vs_RDH12_Veh,0.182,0.376262479,0.687586256
Cer(d18:1/22:0),622.613825 -> 264.3,RDH12_Veh_vs_WT_Veh,0.127,0.533146424,0.713504507
Cer(d18:1/24:0),650.645125 -> 264.3,WT_100_vs_WT_Veh,0.315,0.019018396,0.253578611
Cer(d18:1/24:0),650.645125 -> 264.3,WT_200_vs_WT_100,0.00287,0.981136095,0.997868493
Cer(d18:1/24:0),650.645125 -> 264.3,WT_200_vs_WT_Veh,0.318,0.018136984,0.176467956
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_100_vs_WT_100,-0.0621,0.610899067,0.854555773
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_100_vs_RDH12_Veh,0.143,0.250533609,0.953944604
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_200_vs_WT_200,0.0713,0.559902065,0.73563775
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_200_vs_RDH12_100,0.136,0.272495572,0.818830527
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_200_vs_RDH12_Veh,0.279,0.034261326,0.220251381
Cer(d18:1/24:0),650.645125 -> 264.3,RDH12_Veh_vs_WT_Veh,0.11,0.371129375,0.58785652
Cer(d18:1/24:1),648.629425 -> 264.3,WT_100_vs_WT_Veh,0.25,0.152630719,0.516053985
Cer(d18:1/24:1),648.629425 -> 264.3,WT_200_vs_WT_100,-0.12,0.479813035,0.767201272
Cer(d18:1/24:1),648.629425 -> 264.3,WT_200_vs_WT_Veh,0.13,0.445359076,0.851061341
Cer(d18:1/24:1),648.629425 -> 264.3,RDH12_100_vs_WT_100,-0.181,0.292737641,0.627294944
