"name","Class","Contrast","UpGroup","DownGroup","Direction","EnrichedIn","p_value","ratio"
"PC 36:7","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.859264555,0.0345
"PC 38:1","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.516040739,0.103
"PC 38:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.331543913,0.192
"PC 38:3","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.917737905,-0.0184
"PC 38:4","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.443685924,-0.115
"PC 38:5","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.264193013,-0.183
"PC 38:6","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.682628253,0.0638
"PC 38:7","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.82074795,0.0445
"PC 40:1","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.937538874,-0.00942
"PC 40:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.193413983,-0.257
"PC 40:3","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.376121063,-0.114
"PC 40:4","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.935100896,0.0127
"PC 40:5","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.943098242,0.00995
"PC 40:6","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.313959248,-0.096
"PC 40:7","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.920802282,-0.0129
"PC 42:0","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.839065809,-0.0283
"PC 42:1","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.009151937,0.34
"PC 42:10","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.584950347,0.0719
"PC 42:11","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.10210608,-0.218
"PC 42:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.048217206,-0.231
"PC 42:3","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.549267196,0.0765
"PC 42:4","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.798253277,-0.0273
"PC 42:5","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.259837117,0.113
"PC 42:6","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.836342166,-0.0269
"PC 42:7","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.91900286,-0.0136
"PC 42:8","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.449164349,-0.0761
"PC 42:9","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.721782369,0.0567
"PC 44:0","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.15134236,0.124
"PC 44:1","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.19994031,0.152
"PC 44:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.529088635,-0.0599
"PC 44:5","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.292913842,0.099
"PC 44:8","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.203574624,0.1
"PC 46:1","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.216713814,0.125
"PC 46:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.732004347,-0.0373
"PC 48:2","PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.608365035,-0.0493
"PC O-24:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.330283912,0.497
"PC O-28:0","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.154497276,0.215
"PC O-28:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.529136233,-0.108
"PC O-30:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.113019394,0.232
"PC O-30:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.332993298,-0.146
"PC O-32:0","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.513377974,0.14
"PC O-32:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.863222855,-0.0331
"PC O-32:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.356688847,0.113
"PC O-32:3","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.947698047,0.00846
"PC O-32:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.965425133,-0.0201
"PC O-34:0","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.836493588,-0.0373
"PC O-34:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.292627607,0.218
"PC O-34:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.729351828,-0.0627
"PC O-34:3","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.694646696,-0.0562
"PC O-34:5","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.667787539,0.438
"PC O-36:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.936445542,-0.017
"PC O-36:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.39363733,-0.159
"PC O-36:3","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.764196429,-0.0584
"PC O-36:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.433281165,0.133
"PC O-38:1","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.868638658,-0.0323
"PC O-38:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.058669092,-0.279
"PC O-38:3","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.314545507,-0.18
"PC O-38:4","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.816659122,-0.0393
"PC O-38:5","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.688106932,0.0722
"PC O-38:7","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.558469599,0.092
"PC O-40:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.243401975,0.21
"PC O-40:3","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.831676276,0.0243
"PC O-40:4","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.113491995,0.297
"PC O-40:5","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.137803014,0.194
"PC O-40:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.639873132,0.112
"PC O-40:7","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.690417481,-0.0592
"PC O-42:5","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.857265081,-0.0198
"PC O-42:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.005960527,0.265
"PC O-42:7","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","Up","RDH12 100",0.001583008,0.381
"PC O-44:2","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.874740459,-0.0136
"PC O-44:6","PC ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.894549579,0.0131
"PC(16:0)","Oxidized PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.933985566,-0.0145
"PC(16:0/8:0(COOH))","Oxidized PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.453086827,0.106
"PC(34:4)","Oxidized PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.331463636,0.535
"PC(O-40:1)","Oxidized PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.414070346,0.263
"PC(P-30:1)","Oxidized PC","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.601836508,-0.0577
"PE 32:0","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.065647236,0.208
"PE 32:2","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.358841381,-0.0704
"PE 34:0","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.584236154,0.0783
"PE 34:2","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.10450789,-0.336
"PE 34:3","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.503743111,-0.0907
"PE 36:0","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.994866376,0.00109
"PE 36:1","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.622713839,0.0763
"PE 36:2","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.179109184,-0.185
"PE 36:3","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.130842837,-0.251
"PE 36:4","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.749244425,-0.0473
"PE 36:5","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.751263202,-0.0359
"PE 36:7","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.704557644,-0.0388
"PE 38:0","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.343667561,-0.0853
"PE 38:1","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.20216091,0.128
"PE 38:2","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.173649977,-0.195
"PE 38:3","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.976933782,-0.00387
"PE 38:4","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.069742222,-0.307
"PE 38:5","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","Down","RDH12 Veh",0.013658688,-0.409
"PE 38:6","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.276872601,-0.138
"PE 40:1","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.840691892,0.0237
"PE 40:2","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.457171929,-0.0915
"PE 40:3","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.874699611,-0.0161
"PE 40:4","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.404429169,-0.0852
"PE 40:5","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.445203594,-0.0845
"PE 40:6","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.118376696,-0.28
"PE 40:7","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.971158189,0.00389
"PE 42:1","PE","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.158982895,0.148
"PE O-34:0","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.998877189,0.000187
"PE O-34:1","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.607459389,-0.0713
"PE O-34:2","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.345141833,0.127
"PE O-36:1","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.253685574,-0.198
"PE O-36:2","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.489760722,-0.126
"PE O-36:3","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.874365429,-0.0125
"PE O-36:4","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.805612125,0.0332
"PE O-36:5","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.142667856,0.166
"PE O-38:1","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.603103962,0.0433
"PE O-38:3","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.537100479,0.0795
"PE O-38:4","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.540345692,-0.0756
"PE O-38:5","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.294366825,-0.164
"PE O-38:6","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.844163227,0.0206
"PE O-40:4","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.038137391,0.179
"PE O-40:5","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.585404895,-0.0734
"PE O-40:6","PE ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.838399567,0.0232
"PE(O-38:2)","Other","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.070714373,0.26
"PE(O-40:2)","Other","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.807849669,0.0244
"PG 20:0","PG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.4048704,-0.137
"PG 34:1","PG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.299163075,-0.126
"PG 34:4","PG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.411475447,-0.115
"PG 36:1","PG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.003678189,0.269
"PI 32:1","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.500192859,0.0831
"PI 34:0","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.376073487,0.0856
"PI 34:2","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.014562697,-0.268
"PI 36:0","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.668511181,-0.0518
"PI 36:1","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.676533185,0.092
"PI 36:3","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.098471625,-0.166
"PI 38:1","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.713743049,0.0378
"PI 38:2","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.037281,-0.298
"PI 38:4","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.301388103,0.179
"PI 40:4","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.728209971,-0.0476
"PI 40:5","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.368456603,-0.0867
"PI 40:6","PI","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.55564385,-0.0712
"PI O-34:1","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.634375068,0.05
"PI O-36:1","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.052012564,-0.217
"PI O-38:1","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.137312186,0.132
"PI O-38:2","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.383110011,-0.0919
"PI O-38:3","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.09006104,-0.173
"PI O-38:4","PI ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.421881189,-0.0746
"PS 32:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.19415837,0.0976
"PS 34:0","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.786592653,0.0359
"PS 34:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.517105504,0.168
"PS 34:4","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.411733926,-0.127
"PS 34:5","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.65936886,-0.0435
"PS 36:0","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.163066157,0.201
"PS 36:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.139849884,0.438
"PS 36:2","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.652144412,-0.0653
"PS 36:8","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.513614979,0.0903
"PS 38:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.96131942,0.00629
"PS 38:2","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.641584973,-0.0453
"PS 38:3","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.199530092,0.149
"PS 38:4","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.426727717,-0.0877
"PS 38:8","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.70826253,0.0374
"PS 40:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.103866505,0.25
"PS 40:2","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.242751023,0.123
"PS 40:4","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.389709671,0.0798
"PS 40:5","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.055862571,0.204
"PS 40:6","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.74581611,0.0481
"PS 42:1","PS","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.063699285,0.203
"PS O-34:1","PS ether","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.845665582,0.0138
"SM(32:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.542593627,0.125
"SM(32:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.727452026,-0.126
"SM(32:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.533148362,0.103
"SM(34:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.317559082,0.586
"SM(34:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.333073452,0.666
"SM(34:1.1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.862218313,0.19
"SM(34:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.373366555,0.335
"SM(36:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.897353173,0.185
"SM(36:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.93387023,0.0874
"SM(36:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.870383189,-0.0725
"SM(38:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.615313628,0.698
"SM(38:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.59712609,0.654
"SM(38:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.577845882,0.302
"SM(38:3","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.811640321,0.155
"SM(40:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.856825743,-0.107
"SM(40:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.945961467,-0.0538
"SM(40:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.676213957,-0.275
"SM(40:3","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.547982675,-0.32
"SM(42:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.572215,-0.164
"SM(42:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.680621407,-0.23
"SM(42:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.452786092,-0.44
"SM(42:3","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.347866727,-0.423
"SM(44:0","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.99654605,-0.000977
"SM(44:1","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.906842537,0.0238
"SM(44:2","SM","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.653772099,-0.0687
"TG 32:0 NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.18294231,0.127
"TG 34:1 NL 16:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.982460223,0.00924
"TG48:0] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.042119972,0.278
"TG48:1] NL 14:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.420368018,-0.0716
"TG48:1] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.871255889,-0.0219
"TG50:1] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.078032086,0.229
"TG50:1] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.034847078,0.261
"TG50:2]","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.936879818,-0.00903
"TG50:2] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.799816582,-0.026
"TG50:2] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.633637126,-0.0556
"TG52:1] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.122536641,0.168
"TG52:1] NL 18:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.294887017,0.105
"TG52:1] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.467529993,0.079
"TG52:2] NL 16:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.837747941,0.0195
"TG52:2] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.906940569,0.0156
"TG52:3] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.031614113,-0.294
"TG54:1] NL 20:0","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.80214836,-0.0327
"TG54:2] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.529091252,0.0803
"TG54:3] NL 18:1","TG","RDH12 100 vs RDH12 Veh","RDH12 100","RDH12 Veh","NS","NS",0.287432475,-0.183
"[CE 18:1 +NH4]","CE","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","Down","RDH12 Veh",1.83e-05,-0.761
"[DG 38:1","DG","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","Down","RDH12 Veh",6.05e-05,-0.619
"DG 32:0 NL 16:0","DG","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","NS","NS",0.535618821,0.076
"DG 34:0 NL 16:0","DG","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","NS","NS",0.067177386,0.219
"DG 40:6 NL 16:1","DG","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","NS","NS",0.082365893,-0.156
"PC 34:5","PC","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","NS","NS",0.160057885,0.23
"PC O-30:0","PC ether","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","Up","RDH12 200",0.00013264,0.688
"PC O-34:4","PC ether","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","NS","NS",0.261245133,0.186
"PC O-36:4","PC ether","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","Up","RDH12 200",0.00912563,0.523
"PC O-36:5","PC ether","RDH12 200 vs RDH12 Veh","RDH12 200","RDH12 Veh","Up","RDH12 200",0.0006065,0.689
